measure_time,block_height
2024-01-17 13:21:47.73528,30
2024-01-17 13:21:51.77242,30
2024-01-17 13:21:55.80323,30
2024-01-17 13:21:59.83663,30
2024-01-17 13:22:03.86704,30
2024-01-17 13:22:07.89940,30
2024-01-17 13:22:11.93751,30
2024-01-17 13:22:15.96228,30
2024-01-17 13:22:20.00019,30
2024-01-17 13:22:24.04610,30
2024-01-17 13:22:28.09151,30
2024-01-17 13:22:32.13455,30
2024-01-17 13:22:36.16922,30
2024-01-17 13:22:40.20842,30
2024-01-17 13:22:44.24130,30
2024-01-17 13:22:48.27776,30
2024-01-17 13:22:52.30789,30
2024-01-17 13:22:56.33773,30
2024-01-17 13:23:00.37100,30
2024-01-17 13:23:04.40051,30
2024-01-17 13:23:08.44407,30
2024-01-17 13:23:12.49726,30
2024-01-17 13:23:16.53389,30
2024-01-17 13:23:20.56800,30
2024-01-17 13:23:24.59935,30
2024-01-17 13:23:28.64800,30
2024-01-17 13:23:32.68788,30
2024-01-17 13:23:36.78080,30
2024-01-17 13:23:40.81736,30
2024-01-17 13:23:44.85847,30
2024-01-17 13:23:48.89764,30
2024-01-17 13:23:52.93737,30
2024-01-17 13:23:57.02029,30
2024-01-17 13:24:01.05917,30
2024-01-17 13:24:05.24858,30
2024-01-17 13:24:09.38923,30
2024-01-17 13:24:13.43697,30
2024-01-17 13:24:17.46744,30
2024-01-17 13:24:21.49856,30
2024-01-17 13:24:25.54081,30
2024-01-17 13:24:29.58941,30
2024-01-17 13:24:33.62937,30
2024-01-17 13:24:37.67322,30
2024-01-17 13:24:41.71738,30
2024-01-17 13:24:45.75812,30
2024-01-17 13:24:49.80611,30
2024-01-17 13:24:53.85291,30
2024-01-17 13:24:57.89666,30
2024-01-17 13:25:01.93484,30
2024-01-17 13:25:05.97072,30
2024-01-17 13:25:10.01256,30
2024-01-17 13:25:14.06028,30
2024-01-17 13:25:18.12713,30
2024-01-17 13:25:22.17159,30
2024-01-17 13:25:26.21957,30
2024-01-17 13:25:30.56616,30
2024-01-17 13:25:34.60813,30
2024-01-17 13:25:38.66405,30
2024-01-17 13:25:42.70103,30
2024-01-17 13:25:46.76475,30
2024-01-17 13:25:50.81006,30
2024-01-17 13:25:54.84525,30
2024-01-17 13:25:58.88954,30
2024-01-17 13:26:02.92849,30
2024-01-17 13:26:06.96409,30
2024-01-17 13:26:11.00322,30
2024-01-17 13:26:15.04273,30
2024-01-17 13:26:19.09175,30
2024-01-17 13:26:23.14720,30
2024-01-17 13:26:27.18271,30
2024-01-17 13:26:31.22699,30
2024-01-17 13:26:35.26162,30
2024-01-17 13:26:39.29922,30
2024-01-17 13:26:43.34291,30
2024-01-17 13:26:47.37669,30
2024-01-17 13:26:51.42533,30
2024-01-17 13:26:55.45858,30
2024-01-17 13:26:59.50362,30
2024-01-17 13:27:03.54185,30
2024-01-17 13:27:07.64154,30
2024-01-17 13:27:11.72724,30
2024-01-17 13:27:15.77976,30
2024-01-17 13:27:19.83015,30
2024-01-17 13:27:23.88941,30
2024-01-17 13:27:27.93189,30
2024-01-17 13:27:31.98442,30
2024-01-17 13:27:36.16154,30
2024-01-17 13:27:40.21573,30
2024-01-17 13:27:44.26135,30
2024-01-17 13:27:48.30990,30
2024-01-17 13:27:52.40070,30
2024-01-17 13:27:56.44469,30
2024-01-17 13:28:00.51233,30
2024-01-17 13:28:04.55592,30
2024-01-17 13:28:08.59898,30
2024-01-17 13:28:12.63519,30
2024-01-17 13:28:16.67518,30
2024-01-17 13:28:20.70937,30
2024-01-17 13:28:24.75432,30
2024-01-17 13:28:28.79320,30
2024-01-17 13:28:32.83730,30
2024-01-17 13:28:37.05692,30
2024-01-17 13:28:41.08890,30
2024-01-17 13:28:45.12903,30
2024-01-17 13:28:49.16207,30
2024-01-17 13:28:53.20502,30
2024-01-17 13:28:57.24481,30
2024-01-17 13:29:01.28034,30
2024-01-17 13:29:05.32880,30
2024-01-17 13:29:09.37070,30
2024-01-17 13:29:13.40959,30
2024-01-17 13:29:17.45755,30
2024-01-17 13:29:21.49589,30
2024-01-17 13:29:25.53119,30
2024-01-17 13:29:29.68606,30
2024-01-17 13:29:33.73415,30
2024-01-17 13:29:37.77394,30
2024-01-17 13:29:41.85922,30
2024-01-17 13:29:45.90664,30
2024-01-17 13:29:49.96032,30
2024-01-17 13:29:53.99853,30
2024-01-17 13:29:58.03223,30
2024-01-17 13:30:02.07753,30
2024-01-17 13:30:06.11728,30
2024-01-17 13:30:10.15854,30
2024-01-17 13:30:14.19758,30
2024-01-17 13:30:18.23711,30
2024-01-17 13:30:22.27648,30
2024-01-17 13:30:26.31708,30
2024-01-17 13:30:30.38426,30
2024-01-17 13:30:34.43086,30
2024-01-17 13:30:38.47459,30
2024-01-17 13:30:42.54127,30
2024-01-17 13:30:46.58209,30
2024-01-17 13:30:50.62854,30
2024-01-17 13:30:54.86525,30
2024-01-17 13:30:58.91532,30
2024-01-17 13:31:02.95855,30
2024-01-17 13:31:06.99065,30
2024-01-17 13:31:11.02820,30
2024-01-17 13:31:15.07906,30
2024-01-17 13:31:19.11548,30
2024-01-17 13:31:23.16161,30
2024-01-17 13:31:27.20095,30
2024-01-17 13:31:31.23574,30
2024-01-17 13:31:35.27698,30
2024-01-17 13:31:39.33875,30
2024-01-17 13:31:43.38716,30
2024-01-17 13:31:47.43267,30
2024-01-17 13:31:51.47157,30
2024-01-17 13:31:55.60578,30
2024-01-17 13:32:00.00753,30
2024-01-17 13:32:04.05559,30
2024-01-17 13:32:08.39157,30
2024-01-17 13:32:12.44101,30
2024-01-17 13:32:16.47974,30
2024-01-17 13:32:20.54036,30
2024-01-17 13:32:24.57427,30
2024-01-17 13:32:28.61242,30
2024-01-17 13:32:32.65635,30
2024-01-17 13:32:36.70798,30
2024-01-17 13:32:40.74320,30
2024-01-17 13:32:44.79805,30
2024-01-17 13:32:48.84453,30
2024-01-17 13:32:52.91179,30
2024-01-17 13:32:56.96569,30
2024-01-17 13:33:01.01343,30
2024-01-17 13:33:05.05347,30
2024-01-17 13:33:09.08699,30
2024-01-17 13:33:13.12506,30
2024-01-17 13:33:17.16332,30
2024-01-17 13:33:21.19935,30
2024-01-17 13:33:25.24698,30
2024-01-17 13:33:29.29207,30
2024-01-17 13:33:33.80891,30
2024-01-17 13:33:37.85137,30
2024-01-17 13:33:41.89050,30
2024-01-17 13:33:45.93701,30
2024-01-17 13:33:49.98527,30
2024-01-17 13:33:54.03008,30
2024-01-17 13:33:58.08730,30
2024-01-17 13:34:02.13722,30
2024-01-17 13:34:06.17456,30
2024-01-17 13:34:10.22511,30
2024-01-17 13:34:14.29432,30
2024-01-17 13:34:18.34531,30
2024-01-17 13:34:22.38297,30
2024-01-17 13:34:26.42003,30
2024-01-17 13:34:30.46460,30
2024-01-17 13:34:34.49798,30
2024-01-17 13:34:38.53927,30
2024-01-17 13:34:42.57190,30
2024-01-17 13:34:46.60841,30
2024-01-17 13:34:50.65113,30
2024-01-17 13:34:55.00087,30
2024-01-17 13:34:59.03724,30
2024-01-17 13:35:03.11189,30
2024-01-17 13:35:07.20631,30
2024-01-17 13:35:11.25767,30
2024-01-17 13:35:15.29568,30
2024-01-17 13:35:19.33689,30
2024-01-17 13:35:23.36551,30
2024-01-17 13:35:27.43119,30
2024-01-17 13:35:31.48100,30
2024-01-17 13:35:35.51910,30
2024-01-17 13:35:39.55129,30
2024-01-17 13:35:43.58566,30
2024-01-17 13:35:47.61083,30
2024-01-17 13:35:51.68666,30
2024-01-17 13:35:55.71921,30
2024-01-17 13:35:59.74515,30
2024-01-17 13:36:03.80147,30
2024-01-17 13:36:07.83232,30
2024-01-17 13:36:11.86494,30
2024-01-17 13:36:15.90652,30
2024-01-17 13:36:19.96537,30
2024-01-17 13:36:24.00806,30
2024-01-17 13:36:28.05282,30
2024-01-17 13:36:32.11677,30
2024-01-17 13:36:36.15389,30
2024-01-17 13:36:40.18535,30
2024-01-17 13:36:44.22812,30
2024-01-17 13:36:48.33243,30
2024-01-17 13:36:52.36813,30
2024-01-17 13:36:56.42008,30
2024-01-17 13:37:00.46123,30
2024-01-17 13:37:04.48932,30
2024-01-17 13:37:08.52514,30
2024-01-17 13:37:12.56232,30
2024-01-17 13:37:16.61349,30
2024-01-17 13:37:20.66335,30
2024-01-17 13:37:25.20411,30
2024-01-17 13:37:29.40009,30
2024-01-17 13:37:33.43909,30
2024-01-17 13:37:37.50652,30
2024-01-17 13:37:41.57399,30
2024-01-17 13:37:45.62295,30
2024-01-17 13:37:49.66721,30
2024-01-17 13:37:53.71730,30
2024-01-17 13:37:57.76696,30
2024-01-17 13:38:01.80836,30
2024-01-17 13:38:05.85494,30
2024-01-17 13:38:09.88867,30
2024-01-17 13:38:13.93222,30
2024-01-17 13:38:17.97857,30
2024-01-17 13:38:22.01766,30
2024-01-17 13:38:26.06866,30
2024-01-17 13:38:30.12753,30
2024-01-17 13:38:34.15476,30
2024-01-17 13:38:38.20284,30
2024-01-17 13:38:42.24337,30
2024-01-17 13:38:46.30106,30
2024-01-17 13:38:50.35227,30
2024-01-17 13:38:54.39643,30
2024-01-17 13:38:58.45357,30
2024-01-17 13:39:02.49651,30
2024-01-17 13:39:06.54327,30
2024-01-17 13:39:10.59072,30
2024-01-17 13:39:14.63199,30
2024-01-17 13:39:18.66012,30
2024-01-17 13:39:22.71702,30
2024-01-17 13:39:26.76112,30
2024-01-17 13:39:30.78930,30
2024-01-17 13:39:34.84626,30
2024-01-17 13:39:38.88715,30
2024-01-17 13:39:42.93603,30
2024-01-17 13:39:46.98348,30
2024-01-17 13:39:51.02919,30
2024-01-17 13:39:55.07016,30
2024-01-17 13:39:59.11532,30
2024-01-17 13:40:03.15807,30
2024-01-17 13:40:07.18670,30
2024-01-17 13:40:11.23339,30
2024-01-17 13:40:15.28308,30
2024-01-17 13:40:19.31375,30
2024-01-17 13:40:23.35258,30
2024-01-17 13:40:27.49587,30
2024-01-17 13:40:31.53094,30
2024-01-17 13:40:35.57730,30
2024-01-17 13:40:39.71387,30
2024-01-17 13:40:43.75383,30
2024-01-17 13:40:47.80336,30
2024-01-17 13:40:51.83609,30
2024-01-17 13:40:55.87294,30
2024-01-17 13:40:59.91572,30
2024-01-17 13:41:03.95811,30
2024-01-17 13:41:08.01263,30
2024-01-17 13:41:12.05482,30
2024-01-17 13:41:16.10494,30
2024-01-17 13:41:20.14767,30
2024-01-17 13:41:24.19092,30
2024-01-17 13:41:28.23686,30
2024-01-17 13:41:32.27438,30
2024-01-17 13:41:36.31553,30
2024-01-17 13:41:40.36707,30
2024-01-17 13:41:44.41867,30
2024-01-17 13:41:48.45065,30
2024-01-17 13:41:52.49408,30
2024-01-17 13:41:56.53547,30
2024-01-17 13:42:00.58336,30
2024-01-17 13:42:04.62296,30
2024-01-17 13:42:08.68627,30
2024-01-17 13:42:12.79881,30
2024-01-17 13:42:16.83830,30
2024-01-17 13:42:20.87701,30
2024-01-17 13:42:24.91287,30
2024-01-17 13:42:28.95889,30
2024-01-17 13:42:32.99863,30
2024-01-17 13:42:37.04145,30
2024-01-17 13:42:41.08366,30
2024-01-17 13:42:45.13209,30
2024-01-17 13:42:49.18085,30
2024-01-17 13:42:53.22248,30
2024-01-17 13:42:57.28442,30
2024-01-17 13:43:01.32143,30
2024-01-17 13:43:05.35681,30
2024-01-17 13:43:09.38465,30
2024-01-17 13:43:13.41546,30
2024-01-17 13:43:17.46056,30
2024-01-17 13:43:21.49951,30
2024-01-17 13:43:25.53982,30
2024-01-17 13:43:29.58003,30
2024-01-17 13:43:33.61934,30
2024-01-17 13:43:37.67582,30
2024-01-17 13:43:41.72297,30
2024-01-17 13:43:45.76881,30
2024-01-17 13:43:49.81099,30
2024-01-17 13:43:53.85053,30
2024-01-17 13:43:57.88918,30
2024-01-17 13:44:01.93812,30
2024-01-17 13:44:05.97502,30
2024-01-17 13:44:10.02654,30
2024-01-17 13:44:14.06941,30
2024-01-17 13:44:18.10945,30
2024-01-17 13:44:22.15756,30
2024-01-17 13:44:26.20023,30
2024-01-17 13:44:30.23765,30
2024-01-17 13:44:34.28422,30
2024-01-17 13:44:38.32166,30
2024-01-17 13:44:42.36380,30
2024-01-17 13:44:46.40801,30
2024-01-17 13:44:50.44605,30
2024-01-17 13:44:54.48938,30
2024-01-17 13:44:58.54312,30
2024-01-17 13:45:02.57782,30
2024-01-17 13:45:06.61779,30
2024-01-17 13:45:10.66568,30
2024-01-17 13:45:14.70651,30
2024-01-17 13:45:18.75063,30
2024-01-17 13:45:22.79264,30
2024-01-17 13:45:26.83397,30
2024-01-17 13:45:30.87495,30
2024-01-17 13:45:34.91610,30
2024-01-17 13:45:38.95743,30
2024-01-17 13:45:43.00335,30
2024-01-17 13:45:47.04111,30
2024-01-17 13:45:51.08589,30
2024-01-17 13:45:55.13838,30
2024-01-17 13:45:59.18903,30
2024-01-17 13:46:03.22825,30
2024-01-17 13:46:07.26702,30
2024-01-17 13:46:11.31233,30
2024-01-17 13:46:15.34873,30
2024-01-17 13:46:19.39105,30
2024-01-17 13:46:23.43046,30
2024-01-17 13:46:27.47157,30
2024-01-17 13:46:31.51211,30
2024-01-17 13:46:35.55828,30
2024-01-17 13:46:39.71043,30
2024-01-17 13:46:43.77098,30
2024-01-17 13:46:47.81576,30
2024-01-17 13:46:51.86518,30
2024-01-17 13:46:56.09854,30
2024-01-17 13:47:00.14072,30
2024-01-17 13:47:04.20090,30
2024-01-17 13:47:08.24372,30
2024-01-17 13:47:12.28627,30
2024-01-17 13:47:16.32253,30
2024-01-17 13:47:20.36999,30
2024-01-17 13:47:24.41617,30
2024-01-17 13:47:28.45495,30
2024-01-17 13:47:32.49226,30
2024-01-17 13:47:36.52722,30
2024-01-17 13:47:40.57993,30
2024-01-17 13:47:44.61529,30
2024-01-17 13:47:48.65767,30
2024-01-17 13:47:52.70983,30
2024-01-17 13:47:56.75017,30
2024-01-17 13:48:00.79134,30
2024-01-17 13:48:04.83706,30
2024-01-17 13:48:08.87539,30
2024-01-17 13:48:12.91925,30
2024-01-17 13:48:16.96275,30
2024-01-17 13:48:21.00547,30
2024-01-17 13:48:25.05525,30
2024-01-17 13:48:29.09500,30
2024-01-17 13:48:33.13666,30
2024-01-17 13:48:37.18164,30
2024-01-17 13:48:41.22692,30
2024-01-17 13:48:45.26181,30
2024-01-17 13:48:49.30404,30
2024-01-17 13:48:53.34570,30
2024-01-17 13:48:57.38955,30
2024-01-17 13:49:01.42620,30
2024-01-17 13:49:05.46724,30
2024-01-17 13:49:09.51056,30
2024-01-17 13:49:13.55567,30
2024-01-17 13:49:17.59368,30
2024-01-17 13:49:21.63571,30
2024-01-17 13:49:25.67040,30
2024-01-17 13:49:29.70676,30
2024-01-17 13:49:33.74979,30
2024-01-17 13:49:37.79302,30
2024-01-17 13:49:41.83288,30
2024-01-17 13:49:45.87428,30
2024-01-17 13:49:49.91691,30
2024-01-17 13:49:53.95875,30
2024-01-17 13:49:58.00349,30
2024-01-17 13:50:02.04498,30
2024-01-17 13:50:06.08814,30
2024-01-17 13:50:10.13425,30
2024-01-17 13:50:14.17902,30
2024-01-17 13:50:18.21963,30
2024-01-17 13:50:22.26092,30
2024-01-17 13:50:26.29712,30
2024-01-17 13:50:30.34092,30
2024-01-17 13:50:34.37377,30
2024-01-17 13:50:38.40744,30
2024-01-17 13:50:42.44517,30
2024-01-17 13:50:46.48760,30
2024-01-17 13:50:50.53306,30
2024-01-17 13:50:54.57374,30
2024-01-17 13:50:58.61098,30
2024-01-17 13:51:02.65711,30
2024-01-17 13:51:06.69284,30
2024-01-17 13:51:10.73821,30
2024-01-17 13:51:14.78675,30
2024-01-17 13:51:18.83050,30
2024-01-17 13:51:22.87061,30
2024-01-17 13:51:26.91860,30
2024-01-17 13:51:30.96296,30
2024-01-17 13:51:35.00756,30
2024-01-17 13:51:39.05088,30
2024-01-17 13:51:43.09730,30
2024-01-17 13:51:47.13920,30
2024-01-17 13:51:51.18277,30
2024-01-17 13:51:55.24654,30
2024-01-17 13:51:59.28402,30
2024-01-17 13:52:03.32701,30
2024-01-17 13:52:07.37160,30
2024-01-17 13:52:11.41579,30
2024-01-17 13:52:15.46502,30
2024-01-17 13:52:19.51294,30
2024-01-17 13:52:23.55011,30
2024-01-17 13:52:27.59404,30
2024-01-17 13:52:31.63618,30
2024-01-17 13:52:35.67262,30
2024-01-17 13:52:39.71365,30
2024-01-17 13:52:43.76104,30
2024-01-17 13:52:48.28920,30
2024-01-17 13:52:52.32409,30
2024-01-17 13:52:56.36124,30
2024-01-17 13:53:01.18180,30
2024-01-17 13:53:05.23367,30
2024-01-17 13:53:09.27466,30
2024-01-17 13:53:13.32992,30
2024-01-17 13:53:17.37446,30
2024-01-17 13:53:21.41339,30
2024-01-17 13:53:25.46144,30
2024-01-17 13:53:29.48689,30
2024-01-17 13:53:33.52617,30
2024-01-17 13:53:37.56551,30
2024-01-17 13:53:41.61883,30
2024-01-17 13:53:45.97915,30
2024-01-17 13:53:50.04255,30
2024-01-17 13:53:54.09761,30
2024-01-17 13:53:58.26171,30
2024-01-17 13:54:02.31676,30
2024-01-17 13:54:06.36383,30
2024-01-17 13:54:10.40512,30
2024-01-17 13:54:14.44427,30
2024-01-17 13:54:18.80808,30
2024-01-17 13:54:22.85023,30
2024-01-17 13:54:26.89502,30
2024-01-17 13:54:30.93578,30
2024-01-17 13:54:35.02794,30
2024-01-17 13:54:39.07368,30
2024-01-17 13:54:43.13549,30
2024-01-17 13:54:47.17589,30
2024-01-17 13:54:51.22447,30
2024-01-17 13:54:55.26121,30
2024-01-17 13:54:59.54274,30
2024-01-17 13:55:03.81913,30
2024-01-17 13:55:07.85696,30
2024-01-17 13:55:11.89971,30
2024-01-17 13:55:15.93474,30
2024-01-17 13:55:19.99531,30
2024-01-17 13:55:24.03735,30
2024-01-17 13:55:28.08021,30
2024-01-17 13:55:32.11951,30
2024-01-17 13:55:36.16344,30
2024-01-17 13:55:40.20523,30
2024-01-17 13:55:44.25444,30
2024-01-17 13:55:48.28817,30
2024-01-17 13:55:52.33124,30
2024-01-17 13:55:56.37239,30
2024-01-17 13:56:00.41312,30
2024-01-17 13:56:04.45399,30
2024-01-17 13:56:08.49403,30
2024-01-17 13:56:12.53612,30
2024-01-17 13:56:16.57814,30
2024-01-17 13:56:20.61727,30
2024-01-17 13:56:24.65963,30
2024-01-17 13:56:28.69503,30
2024-01-17 13:56:32.72137,30
2024-01-17 13:56:36.75707,30
2024-01-17 13:56:40.78892,30
2024-01-17 13:56:44.83228,30
2024-01-17 13:56:48.87240,30
2024-01-17 13:56:52.91888,30
2024-01-17 13:56:56.95820,30
2024-01-17 13:57:01.02256,30
2024-01-17 13:57:05.07245,30
2024-01-17 13:57:09.10608,30
2024-01-17 13:57:13.14006,30
2024-01-17 13:57:17.18499,30
2024-01-17 13:57:21.22490,30
2024-01-17 13:57:25.27180,30
2024-01-17 13:57:29.31627,30
2024-01-17 13:57:33.34855,30
2024-01-17 13:57:37.38558,30
2024-01-17 13:57:41.43127,30
2024-01-17 13:57:45.47291,30
2024-01-17 13:57:49.50885,30
2024-01-17 13:57:53.54980,30
2024-01-17 13:57:57.58539,30
2024-01-17 13:58:01.62032,30
2024-01-17 13:58:05.65553,30
2024-01-17 13:58:09.68928,30
2024-01-17 13:58:13.79597,30
2024-01-17 13:58:17.84059,30
2024-01-17 13:58:21.88119,30
2024-01-17 13:58:25.93923,30
2024-01-17 13:58:29.98188,30
2024-01-17 13:58:34.01686,30
2024-01-17 13:58:38.08707,30
2024-01-17 13:58:42.12267,30
2024-01-17 13:58:46.16149,30
2024-01-17 13:58:50.21353,30
2024-01-17 13:58:54.25584,30
2024-01-17 13:58:58.32482,30
2024-01-17 13:59:02.38193,30
2024-01-17 13:59:06.42226,30
2024-01-17 13:59:10.46880,30
2024-01-17 13:59:14.52168,30
2024-01-17 13:59:18.56994,30
2024-01-17 13:59:22.60825,30
2024-01-17 13:59:26.64630,30
2024-01-17 13:59:30.68958,30
2024-01-17 13:59:34.73502,30
2024-01-17 13:59:38.77126,30
2024-01-17 13:59:42.81487,30
2024-01-17 13:59:46.86051,30
2024-01-17 13:59:50.90725,30
2024-01-17 13:59:54.94006,30
2024-01-17 13:59:58.97888,30
2024-01-17 14:00:03.02247,30
2024-01-17 14:00:07.21639,30
2024-01-17 14:00:11.27417,30
2024-01-17 14:00:15.30874,30
2024-01-17 14:00:19.34854,30
2024-01-17 14:00:23.39302,30
2024-01-17 14:00:27.43072,30
2024-01-17 14:00:31.47586,30
2024-01-17 14:00:35.52126,30
2024-01-17 14:00:39.57136,30
2024-01-17 14:00:43.60953,30
2024-01-17 14:00:47.64981,30
2024-01-17 14:00:51.68446,30
2024-01-17 14:00:55.71631,30
2024-01-17 14:00:59.77191,30
2024-01-17 14:01:03.80542,30
2024-01-17 14:01:07.89194,30
2024-01-17 14:01:11.93392,30
2024-01-17 14:01:15.97555,30
2024-01-17 14:01:20.02613,30
2024-01-17 14:01:24.08868,30
2024-01-17 14:01:28.13879,30
2024-01-17 14:01:32.18577,30
2024-01-17 14:01:36.21191,30
2024-01-17 14:01:40.23532,30
2024-01-17 14:01:44.26600,30
2024-01-17 14:01:48.29049,30
2024-01-17 14:01:52.32516,30
2024-01-17 14:01:56.36242,30
2024-01-17 14:02:00.40032,30
2024-01-17 14:02:04.43856,30
2024-01-17 14:02:08.46826,30
2024-01-17 14:02:12.50751,30
2024-01-17 14:02:16.53930,30
2024-01-17 14:02:20.57462,30
2024-01-17 14:02:24.61965,30
2024-01-17 14:02:28.66609,30
2024-01-17 14:02:32.70757,30
2024-01-17 14:02:36.75919,30
2024-01-17 14:02:40.79893,30
2024-01-17 14:02:44.84877,30
2024-01-17 14:02:48.89481,30
2024-01-17 14:02:52.94173,30
2024-01-17 14:02:56.98242,30
2024-01-17 14:03:01.03400,30
2024-01-17 14:03:05.08093,30
2024-01-17 14:03:09.11584,30
2024-01-17 14:03:13.15785,30
2024-01-17 14:03:17.19799,30
2024-01-17 14:03:21.23915,30
2024-01-17 14:03:25.29192,30
2024-01-17 14:03:29.33539,30
2024-01-17 14:03:33.36300,30
2024-01-17 14:03:37.43279,30
2024-01-17 14:03:41.47416,30
2024-01-17 14:03:45.52705,30
2024-01-17 14:03:49.56756,30
2024-01-17 14:03:53.61078,30
2024-01-17 14:03:57.65522,30
2024-01-17 14:04:01.69274,30
2024-01-17 14:04:05.72730,30
2024-01-17 14:04:09.76030,30
2024-01-17 14:04:13.80398,30
2024-01-17 14:04:17.85043,30
2024-01-17 14:04:21.93929,30
2024-01-17 14:04:25.98890,30
2024-01-17 14:04:30.04351,30
2024-01-17 14:04:34.07958,30
2024-01-17 14:04:38.11021,30
2024-01-17 14:04:42.14833,30
2024-01-17 14:04:46.19030,30
2024-01-17 14:04:50.22494,30
2024-01-17 14:04:54.35290,30
2024-01-17 14:04:58.58673,30
2024-01-17 14:05:02.75801,30
2024-01-17 14:05:06.80053,30
2024-01-17 14:05:10.95195,30
2024-01-17 14:05:14.99300,30
2024-01-17 14:05:19.04196,30
2024-01-17 14:05:23.08399,30
2024-01-17 14:05:27.13376,30
2024-01-17 14:05:31.17473,30
2024-01-17 14:05:35.21386,30
2024-01-17 14:05:39.26829,30
2024-01-17 14:05:43.33099,30
2024-01-17 14:05:47.37804,30
2024-01-17 14:05:51.42474,30
2024-01-17 14:05:55.45661,30
2024-01-17 14:05:59.50110,30
2024-01-17 14:06:03.54736,30
2024-01-17 14:06:07.60680,30
2024-01-17 14:06:11.66042,30
2024-01-17 14:06:15.69992,30
2024-01-17 14:06:19.74312,30
2024-01-17 14:06:23.79914,30
2024-01-17 14:06:27.83909,30
2024-01-17 14:06:31.86617,30
2024-01-17 14:06:35.89969,30
2024-01-17 14:06:39.94325,30
2024-01-17 14:06:43.98146,30
2024-01-17 14:06:48.02959,30
2024-01-17 14:06:52.07993,30
2024-01-17 14:06:56.12407,30
2024-01-17 14:07:00.17265,30
2024-01-17 14:07:04.22022,30
2024-01-17 14:07:08.27770,30
2024-01-17 14:07:12.32478,30
2024-01-17 14:07:16.36801,30
2024-01-17 14:07:20.41370,30
2024-01-17 14:07:24.45781,30
2024-01-17 14:07:28.49229,30
2024-01-17 14:07:32.52876,30
2024-01-17 14:07:36.57213,30
2024-01-17 14:07:40.61992,30
2024-01-17 14:07:44.66107,30
2024-01-17 14:07:48.69294,30
2024-01-17 14:07:52.72343,30
2024-01-17 14:07:56.77527,30
2024-01-17 14:08:00.81842,30
2024-01-17 14:08:04.86273,30
2024-01-17 14:08:08.91358,30
2024-01-17 14:08:12.95523,30
2024-01-17 14:08:17.00202,30
2024-01-17 14:08:21.04296,30
2024-01-17 14:08:25.08750,30
2024-01-17 14:08:29.13342,30
2024-01-17 14:08:33.17979,30
2024-01-17 14:08:37.22481,30
2024-01-17 14:08:41.26141,30
2024-01-17 14:08:45.30134,30
2024-01-17 14:08:49.34450,30
2024-01-17 14:08:53.39447,30
2024-01-17 14:08:57.42684,30
2024-01-17 14:09:01.45751,30
2024-01-17 14:09:05.50420,30
2024-01-17 14:09:09.54681,30
2024-01-17 14:09:13.58802,30
2024-01-17 14:09:17.63104,30
2024-01-17 14:09:21.67488,30
2024-01-17 14:09:25.71157,30
2024-01-17 14:09:29.75319,30
2024-01-17 14:09:33.80273,30
2024-01-17 14:09:37.84366,30
2024-01-17 14:09:41.87965,30
2024-01-17 14:09:45.90567,30
2024-01-17 14:09:49.94238,30
2024-01-17 14:09:53.98702,30
2024-01-17 14:09:58.02594,30
2024-01-17 14:10:02.06538,30
2024-01-17 14:10:06.11068,30
2024-01-17 14:10:10.14366,30
2024-01-17 14:10:14.18727,30
2024-01-17 14:10:18.22932,30
2024-01-17 14:10:22.27937,30
2024-01-17 14:10:26.31935,30
2024-01-17 14:10:30.36135,30
2024-01-17 14:10:34.40878,30
2024-01-17 14:10:38.44834,30
2024-01-17 14:10:42.49734,30
2024-01-17 14:10:46.53725,30
2024-01-17 14:10:50.58945,30
2024-01-17 14:10:54.63550,30
2024-01-17 14:10:58.68798,30
2024-01-17 14:11:02.73268,30
2024-01-17 14:11:06.76322,30
2024-01-17 14:11:10.79972,30
2024-01-17 14:11:14.85170,30
2024-01-17 14:11:18.87950,30
2024-01-17 14:11:22.90554,30
2024-01-17 14:11:26.94874,30
2024-01-17 14:11:30.98582,30
2024-01-17 14:11:35.03879,30
2024-01-17 14:11:39.08365,30
2024-01-17 14:11:43.11353,30
2024-01-17 14:11:47.14736,30
2024-01-17 14:11:51.19218,30
2024-01-17 14:11:55.23217,30
2024-01-17 14:11:59.26614,30
2024-01-17 14:12:03.29396,30
2024-01-17 14:12:07.32532,30
2024-01-17 14:12:11.35375,30
2024-01-17 14:12:15.40902,30
2024-01-17 14:12:19.47769,30
2024-01-17 14:12:23.50886,30
2024-01-17 14:12:27.53977,30
2024-01-17 14:12:31.57210,30
2024-01-17 14:12:35.60876,30
2024-01-17 14:12:39.66484,30
2024-01-17 14:12:43.71888,30
2024-01-17 14:12:47.75154,30
2024-01-17 14:12:51.78429,30
2024-01-17 14:12:55.82733,30
2024-01-17 14:12:59.86534,30
2024-01-17 14:13:04.01386,30
2024-01-17 14:13:08.05045,30
2024-01-17 14:13:12.08651,30
2024-01-17 14:13:16.12332,30
2024-01-17 14:13:20.16688,30
2024-01-17 14:13:24.20689,30
2024-01-17 14:13:28.23469,30
2024-01-17 14:13:32.28335,30
2024-01-17 14:13:36.33154,30
2024-01-17 14:13:40.36782,30
2024-01-17 14:13:44.40579,30
2024-01-17 14:13:48.45110,30
2024-01-17 14:13:52.48879,30
2024-01-17 14:13:56.52317,30
2024-01-17 14:14:00.56240,30
2024-01-17 14:14:04.59654,30
2024-01-17 14:14:08.62401,30
2024-01-17 14:14:12.65187,30
