measure_time,block_height,block_txsroot,block_tx_count
2024-01-17 13:06:35.25977,1,04d892c5da80a1fcc3dc9616c8061572b02da5aa20f162cec692ec736d059105,1
2024-01-17 13:06:39.20480,4,a0bfc6724da8e125e250c67c8cfcdd5a99211300bf136117a5e03f3c72094ae7,1000
2024-01-17 13:06:48.07728,8,636d75fbfb732762f3589591ffb0b91a8d2118b2d1d050eea8b1fec8e04df193,1000
2024-01-17 13:06:52.30177,12,3623eea317fa6e15448c462c56a13c75d260e01140769607ba778a31fd7812ef,1000
2024-01-17 13:07:13.12773,14,d7915598b7299bf4e13c7c41207a41e8942b6b7b175e5bba4a76d321d83eeba2,1
2024-01-17 13:07:14.15896,16,50385393dc461a01bfd137dff94d461cc165c243eeb341c76c8ec22d615511d2,413
2024-01-17 13:07:29.65512,20,112fce99c87ceaa9d992d1f7cc4a504217471631afac8b31c6ce40b1c3b003ff,978
2024-01-17 13:07:35.45217,24,4bf5a000c455a3b1c4675218b5b5c026f88fab8ae47b819699dc2fbb3af16676,1000
2024-01-17 13:07:40.76693,28,add8ba22f85ede3de975e9a399b9e3fbaaba0bd9a1d82be89b4b90fdc839331f,1000
