measure_time,action_type,message_type,message_size
2024-01-17 14:05:54.45314,Received,P2P,208
2024-01-17 14:05:54.80980,Received,Channel,57
2024-01-17 14:05:54.81059,Send,Channel,58
2024-01-17 14:05:54.98112,Received,P2P,93
2024-01-17 14:05:55.05764,Received,P2P,93
2024-01-17 14:05:55.08027,Sent,P2P,93
2024-01-17 14:05:55.08084,Sent,P2P,93
2024-01-17 14:05:55.08106,Sent,P2P,93
2024-01-17 14:05:55.11775,Received,P2P,93
2024-01-17 14:05:55.45896,Sent,P2P,992
2024-01-17 14:05:55.46006,Sent,P2P,992
2024-01-17 14:05:55.46036,Sent,P2P,992
2024-01-17 14:05:55.46227,Received,P2P,208
2024-01-17 14:05:55.46413,Sent,P2P,208
2024-01-17 14:05:55.46452,Sent,P2P,208
2024-01-17 14:05:55.46473,Sent,P2P,208
2024-01-17 14:05:55.46556,Received,P2P,208
2024-01-17 14:05:55.46581,Received,P2P,208
2024-01-17 14:05:55.98599,Received,P2P,93
2024-01-17 14:05:56.06348,Received,P2P,93
2024-01-17 14:05:56.08314,Sent,P2P,93
2024-01-17 14:05:56.08372,Sent,P2P,93
2024-01-17 14:05:56.08389,Sent,P2P,93
2024-01-17 14:05:56.12100,Received,P2P,93
2024-01-17 14:05:56.47127,Received,P2P,992
2024-01-17 14:05:56.47246,Sent,P2P,208
2024-01-17 14:05:56.47262,Sent,P2P,208
2024-01-17 14:05:56.47275,Sent,P2P,208
2024-01-17 14:05:56.47338,Received,P2P,208
2024-01-17 14:05:56.47430,Received,P2P,208
2024-01-17 14:05:56.47816,Received,P2P,208
2024-01-17 14:05:56.50331,Received,P2P,17
2024-01-17 14:05:56.66065,Sent,P2P,18
2024-01-17 14:05:56.67277,Sent,P2P,18
2024-01-17 14:05:56.67312,Sent,P2P,18
2024-01-17 14:05:56.67348,Received,P2P,18
2024-01-17 14:05:56.71038,Received,P2P,17
2024-01-17 14:05:56.81003,Received,Channel,57
2024-01-17 14:05:56.81058,Send,Channel,58
2024-01-17 14:05:56.99124,Received,P2P,93
2024-01-17 14:05:57.06881,Received,P2P,93
2024-01-17 14:05:57.08593,Sent,P2P,93
2024-01-17 14:05:57.08638,Sent,P2P,93
2024-01-17 14:05:57.08652,Sent,P2P,93
2024-01-17 14:05:57.08683,Sent,P2P,93
2024-01-17 14:05:57.08699,Sent,P2P,93
2024-01-17 14:05:57.08712,Sent,P2P,93
2024-01-17 14:05:57.12452,Received,P2P,93
2024-01-17 14:05:57.48018,Received,P2P,992
2024-01-17 14:05:57.48163,Received,P2P,208
2024-01-17 14:05:57.48278,Sent,P2P,208
2024-01-17 14:05:57.48306,Sent,P2P,208
2024-01-17 14:05:57.48327,Sent,P2P,208
2024-01-17 14:05:57.48571,Received,P2P,208
2024-01-17 14:05:57.48813,Received,P2P,208
2024-01-17 14:05:57.89548,Received,P2P,93
2024-01-17 14:05:57.99435,Received,P2P,93
2024-01-17 14:05:58.07142,Received,P2P,93
2024-01-17 14:05:58.09008,Sent,P2P,93
2024-01-17 14:05:58.09062,Sent,P2P,93
2024-01-17 14:05:58.09084,Sent,P2P,93
2024-01-17 14:05:58.13306,Received,P2P,93
2024-01-17 14:05:58.30146,Received,P2P,93
2024-01-17 14:05:58.30292,Received,P2P,93
2024-01-17 14:05:58.49309,Received,P2P,992
2024-01-17 14:05:58.49393,Received,P2P,208
2024-01-17 14:05:58.49565,Sent,P2P,208
2024-01-17 14:05:58.49595,Sent,P2P,208
2024-01-17 14:05:58.49617,Sent,P2P,208
2024-01-17 14:05:58.49715,Received,P2P,208
2024-01-17 14:05:58.49742,Received,P2P,208
2024-01-17 14:05:58.80850,Received,Channel,57
2024-01-17 14:05:58.80901,Send,Channel,58
2024-01-17 14:05:58.99895,Received,P2P,93
2024-01-17 14:05:59.07695,Received,P2P,93
2024-01-17 14:05:59.09546,Sent,P2P,93
2024-01-17 14:05:59.09591,Sent,P2P,93
2024-01-17 14:05:59.09623,Sent,P2P,93
2024-01-17 14:05:59.13738,Received,P2P,93
2024-01-17 14:05:59.50382,Sent,P2P,992
2024-01-17 14:05:59.50408,Sent,P2P,992
2024-01-17 14:05:59.50427,Sent,P2P,992
2024-01-17 14:05:59.50489,Sent,P2P,208
2024-01-17 14:05:59.50512,Sent,P2P,208
2024-01-17 14:05:59.50532,Sent,P2P,208
2024-01-17 14:05:59.50758,Received,P2P,208
2024-01-17 14:05:59.51043,Received,P2P,208
2024-01-17 14:05:59.51061,Received,P2P,208
2024-01-17 14:06:00.00973,Received,P2P,93
2024-01-17 14:06:00.08178,Received,P2P,93
2024-01-17 14:06:00.09763,Sent,P2P,93
2024-01-17 14:06:00.09820,Sent,P2P,93
2024-01-17 14:06:00.09842,Sent,P2P,93
2024-01-17 14:06:00.14269,Received,P2P,93
2024-01-17 14:06:00.51523,Received,P2P,992
2024-01-17 14:06:00.51740,Sent,P2P,208
2024-01-17 14:06:00.51769,Sent,P2P,208
2024-01-17 14:06:00.51778,Sent,P2P,208
2024-01-17 14:06:00.51862,Received,P2P,208
2024-01-17 14:06:00.52185,Received,P2P,208
2024-01-17 14:06:00.52478,Received,P2P,208
2024-01-17 14:06:00.81096,Received,Channel,57
2024-01-17 14:06:00.81196,Send,Channel,58
2024-01-17 14:06:01.01269,Received,P2P,93
2024-01-17 14:06:01.08550,Received,P2P,93
2024-01-17 14:06:01.10778,Sent,P2P,93
2024-01-17 14:06:01.10824,Sent,P2P,93
2024-01-17 14:06:01.10842,Sent,P2P,93
2024-01-17 14:06:01.14521,Received,P2P,93
2024-01-17 14:06:01.50407,Received,P2P,17
2024-01-17 14:06:01.52860,Received,P2P,992
2024-01-17 14:06:01.53053,Sent,P2P,208
2024-01-17 14:06:01.53079,Sent,P2P,208
2024-01-17 14:06:01.53105,Sent,P2P,208
2024-01-17 14:06:01.53142,Received,P2P,208
2024-01-17 14:06:01.53168,Received,P2P,208
2024-01-17 14:06:01.53531,Received,P2P,208
2024-01-17 14:06:01.66141,Sent,P2P,18
2024-01-17 14:06:01.67341,Sent,P2P,18
2024-01-17 14:06:01.67381,Sent,P2P,18
2024-01-17 14:06:01.67417,Received,P2P,18
2024-01-17 14:06:01.71106,Received,P2P,17
2024-01-17 14:06:02.01685,Received,P2P,93
2024-01-17 14:06:02.08989,Received,P2P,93
2024-01-17 14:06:02.11098,Sent,P2P,93
2024-01-17 14:06:02.11163,Sent,P2P,93
2024-01-17 14:06:02.11178,Sent,P2P,93
2024-01-17 14:06:02.14731,Sent,P2P,93
2024-01-17 14:06:02.14802,Sent,P2P,93
2024-01-17 14:06:02.14825,Sent,P2P,93
2024-01-17 14:06:02.15176,Received,P2P,93
2024-01-17 14:06:02.53809,Received,P2P,992
2024-01-17 14:06:02.54090,Sent,P2P,208
2024-01-17 14:06:02.54118,Sent,P2P,208
2024-01-17 14:06:02.54140,Sent,P2P,208
2024-01-17 14:06:02.54217,Received,P2P,208
2024-01-17 14:06:02.54244,Received,P2P,208
2024-01-17 14:06:02.54676,Received,P2P,208
2024-01-17 14:06:02.81085,Received,Channel,57
2024-01-17 14:06:02.81133,Send,Channel,58
2024-01-17 14:06:02.95045,Received,P2P,93
2024-01-17 14:06:03.02291,Received,P2P,93
2024-01-17 14:06:03.09202,Received,P2P,93
2024-01-17 14:06:03.11316,Sent,P2P,93
2024-01-17 14:06:03.11392,Sent,P2P,93
2024-01-17 14:06:03.11433,Sent,P2P,93
2024-01-17 14:06:03.15618,Received,P2P,93
2024-01-17 14:06:03.36357,Received,P2P,93
2024-01-17 14:06:03.36393,Received,P2P,93
2024-01-17 14:06:03.55011,Sent,P2P,992
2024-01-17 14:06:03.55043,Sent,P2P,992
2024-01-17 14:06:03.55064,Sent,P2P,992
2024-01-17 14:06:03.55104,Sent,P2P,208
2024-01-17 14:06:03.55126,Sent,P2P,208
2024-01-17 14:06:03.55145,Sent,P2P,208
2024-01-17 14:06:03.55500,Received,P2P,208
2024-01-17 14:06:03.55531,Received,P2P,208
2024-01-17 14:06:03.55554,Received,P2P,208
2024-01-17 14:06:04.02962,Received,P2P,93
2024-01-17 14:06:04.09418,Received,P2P,93
2024-01-17 14:06:04.11859,Sent,P2P,93
2024-01-17 14:06:04.11909,Sent,P2P,93
2024-01-17 14:06:04.11932,Sent,P2P,93
2024-01-17 14:06:04.16108,Received,P2P,93
2024-01-17 14:06:04.56251,Received,P2P,992
2024-01-17 14:06:04.56449,Received,P2P,208
2024-01-17 14:06:04.56488,Sent,P2P,208
2024-01-17 14:06:04.56522,Sent,P2P,208
2024-01-17 14:06:04.56545,Sent,P2P,208
2024-01-17 14:06:04.56638,Received,P2P,208
2024-01-17 14:06:04.56665,Received,P2P,208
2024-01-17 14:06:04.81253,Received,Channel,57
2024-01-17 14:06:04.81297,Send,Channel,58
2024-01-17 14:06:05.03200,Received,P2P,93
2024-01-17 14:06:05.09889,Received,P2P,93
2024-01-17 14:06:05.12425,Sent,P2P,93
2024-01-17 14:06:05.12501,Sent,P2P,93
2024-01-17 14:06:05.12523,Sent,P2P,93
2024-01-17 14:06:05.16486,Received,P2P,93
2024-01-17 14:06:05.58481,Received,P2P,992
2024-01-17 14:06:05.58696,Sent,P2P,208
2024-01-17 14:06:05.59058,Sent,P2P,208
2024-01-17 14:06:05.59084,Sent,P2P,208
2024-01-17 14:06:05.59143,Received,P2P,208
2024-01-17 14:06:05.59171,Received,P2P,208
2024-01-17 14:06:05.59650,Received,P2P,208
2024-01-17 14:06:06.03633,Received,P2P,93
2024-01-17 14:06:06.10414,Received,P2P,93
2024-01-17 14:06:06.12801,Sent,P2P,93
2024-01-17 14:06:06.12882,Sent,P2P,93
2024-01-17 14:06:06.12905,Sent,P2P,93
2024-01-17 14:06:06.17081,Received,P2P,93
2024-01-17 14:06:06.50508,Received,P2P,17
2024-01-17 14:06:06.60084,Received,P2P,992
2024-01-17 14:06:06.60138,Received,P2P,208
2024-01-17 14:06:06.60194,Sent,P2P,208
2024-01-17 14:06:06.60208,Sent,P2P,208
2024-01-17 14:06:06.60222,Sent,P2P,208
2024-01-17 14:06:06.60329,Received,P2P,208
2024-01-17 14:06:06.60341,Received,P2P,208
2024-01-17 14:06:06.66216,Sent,P2P,18
2024-01-17 14:06:06.67485,Sent,P2P,18
2024-01-17 14:06:06.67523,Sent,P2P,18
2024-01-17 14:06:06.67563,Received,P2P,18
2024-01-17 14:06:06.71386,Received,P2P,17
2024-01-17 14:06:06.81171,Received,Channel,57
2024-01-17 14:06:06.81228,Send,Channel,58
2024-01-17 14:06:07.03929,Received,P2P,93
2024-01-17 14:06:07.11085,Received,P2P,93
2024-01-17 14:06:07.13317,Sent,P2P,93
2024-01-17 14:06:07.13387,Sent,P2P,93
2024-01-17 14:06:07.13405,Sent,P2P,93
2024-01-17 14:06:07.17459,Received,P2P,93
2024-01-17 14:06:07.21645,Sent,P2P,93
2024-01-17 14:06:07.21715,Sent,P2P,93
2024-01-17 14:06:07.21737,Sent,P2P,93
2024-01-17 14:06:07.61039,Sent,P2P,992
2024-01-17 14:06:07.61077,Sent,P2P,992
2024-01-17 14:06:07.61097,Sent,P2P,992
2024-01-17 14:06:07.61134,Sent,P2P,208
2024-01-17 14:06:07.61167,Sent,P2P,208
2024-01-17 14:06:07.61189,Sent,P2P,208
2024-01-17 14:06:07.61522,Received,P2P,208
2024-01-17 14:06:07.61549,Received,P2P,208
2024-01-17 14:06:07.61716,Received,P2P,208
2024-01-17 14:06:08.02583,Received,P2P,93
2024-01-17 14:06:08.04490,Received,P2P,93
2024-01-17 14:06:08.11602,Received,P2P,93
2024-01-17 14:06:08.13947,Sent,P2P,93
2024-01-17 14:06:08.14027,Sent,P2P,93
2024-01-17 14:06:08.14050,Sent,P2P,93
2024-01-17 14:06:08.18123,Received,P2P,93
2024-01-17 14:06:08.43609,Received,P2P,93
2024-01-17 14:06:08.43735,Received,P2P,93
2024-01-17 14:06:08.62403,Received,P2P,992
2024-01-17 14:06:08.62516,Received,P2P,208
2024-01-17 14:06:08.62664,Sent,P2P,208
2024-01-17 14:06:08.62745,Sent,P2P,208
2024-01-17 14:06:08.62774,Sent,P2P,208
2024-01-17 14:06:08.62897,Received,P2P,208
2024-01-17 14:06:08.62956,Received,P2P,208
2024-01-17 14:06:08.81057,Received,Channel,57
2024-01-17 14:06:08.81127,Send,Channel,58
2024-01-17 14:06:09.05078,Received,P2P,93
2024-01-17 14:06:09.12159,Received,P2P,93
2024-01-17 14:06:09.14398,Sent,P2P,93
2024-01-17 14:06:09.14426,Sent,P2P,93
2024-01-17 14:06:09.14439,Sent,P2P,93
2024-01-17 14:06:09.18531,Received,P2P,93
2024-01-17 14:06:09.63719,Received,P2P,992
2024-01-17 14:06:09.63861,Received,P2P,208
2024-01-17 14:06:09.63991,Sent,P2P,208
2024-01-17 14:06:09.64030,Sent,P2P,208
2024-01-17 14:06:09.64050,Sent,P2P,208
2024-01-17 14:06:09.64302,Received,P2P,208
2024-01-17 14:06:09.64325,Received,P2P,208
2024-01-17 14:06:10.05690,Received,P2P,93
2024-01-17 14:06:10.12495,Received,P2P,93
2024-01-17 14:06:10.14941,Sent,P2P,93
2024-01-17 14:06:10.15007,Sent,P2P,93
2024-01-17 14:06:10.15029,Sent,P2P,93
2024-01-17 14:06:10.19133,Received,P2P,93
2024-01-17 14:06:10.64957,Received,P2P,992
2024-01-17 14:06:10.65169,Sent,P2P,208
2024-01-17 14:06:10.65214,Sent,P2P,208
2024-01-17 14:06:10.65240,Sent,P2P,208
2024-01-17 14:06:10.65300,Received,P2P,208
2024-01-17 14:06:10.65336,Received,P2P,208
2024-01-17 14:06:10.65633,Received,P2P,208
2024-01-17 14:06:10.81088,Received,Channel,57
2024-01-17 14:06:10.81134,Send,Channel,58
2024-01-17 14:06:11.06059,Received,P2P,93
2024-01-17 14:06:11.13111,Received,P2P,93
2024-01-17 14:06:11.15234,Sent,P2P,93
2024-01-17 14:06:11.15307,Sent,P2P,93
2024-01-17 14:06:11.15329,Sent,P2P,93
2024-01-17 14:06:11.19740,Received,P2P,93
2024-01-17 14:06:11.50623,Received,P2P,17
2024-01-17 14:06:11.66311,Sent,P2P,992
2024-01-17 14:06:11.66359,Sent,P2P,992
2024-01-17 14:06:11.66381,Sent,P2P,992
2024-01-17 14:06:11.66396,Sent,P2P,18
2024-01-17 14:06:11.66781,Received,P2P,208
2024-01-17 14:06:11.66812,Received,P2P,208
2024-01-17 14:06:11.66835,Received,P2P,208
2024-01-17 14:06:11.67140,Sent,P2P,208
2024-01-17 14:06:11.67161,Sent,P2P,208
2024-01-17 14:06:11.67178,Sent,P2P,208
2024-01-17 14:06:11.67559,Sent,P2P,18
2024-01-17 14:06:11.67609,Sent,P2P,18
2024-01-17 14:06:11.67651,Received,P2P,18
2024-01-17 14:06:11.71325,Received,P2P,17
2024-01-17 14:06:12.06540,Received,P2P,93
2024-01-17 14:06:12.13511,Received,P2P,93
2024-01-17 14:06:12.15879,Sent,P2P,93
2024-01-17 14:06:12.15954,Sent,P2P,93
2024-01-17 14:06:12.15980,Sent,P2P,93
2024-01-17 14:06:12.20088,Received,P2P,93
2024-01-17 14:06:12.28353,Sent,P2P,93
2024-01-17 14:06:12.28393,Sent,P2P,93
2024-01-17 14:06:12.28414,Sent,P2P,93
2024-01-17 14:06:12.67473,Received,P2P,992
2024-01-17 14:06:12.67700,Sent,P2P,208
2024-01-17 14:06:12.67722,Sent,P2P,208
2024-01-17 14:06:12.67722,Received,P2P,208
2024-01-17 14:06:12.67738,Sent,P2P,208
2024-01-17 14:06:12.68055,Received,P2P,208
2024-01-17 14:06:12.68183,Received,P2P,208
2024-01-17 14:06:12.81194,Received,Channel,57
2024-01-17 14:06:12.81256,Send,Channel,58
2024-01-17 14:06:13.06791,Received,P2P,93
2024-01-17 14:06:13.09258,Received,P2P,93
2024-01-17 14:06:13.14120,Received,P2P,93
2024-01-17 14:06:13.16121,Sent,P2P,93
2024-01-17 14:06:13.16199,Sent,P2P,93
2024-01-17 14:06:13.16229,Sent,P2P,93
2024-01-17 14:06:13.20803,Received,P2P,93
2024-01-17 14:06:13.49655,Received,P2P,93
2024-01-17 14:06:13.50010,Received,P2P,93
2024-01-17 14:06:13.69016,Received,P2P,992
2024-01-17 14:06:13.69171,Sent,P2P,208
2024-01-17 14:06:13.69184,Sent,P2P,208
2024-01-17 14:06:13.69195,Sent,P2P,208
2024-01-17 14:06:13.69209,Received,P2P,208
2024-01-17 14:06:13.69260,Received,P2P,208
2024-01-17 14:06:13.69448,Received,P2P,208
2024-01-17 14:06:14.07420,Received,P2P,93
2024-01-17 14:06:14.14628,Received,P2P,93
2024-01-17 14:06:14.16331,Sent,P2P,93
2024-01-17 14:06:14.16406,Sent,P2P,93
2024-01-17 14:06:14.16428,Sent,P2P,93
2024-01-17 14:06:14.21109,Received,P2P,93
2024-01-17 14:06:14.69577,Received,P2P,992
2024-01-17 14:06:14.69640,Received,P2P,208
2024-01-17 14:06:14.69684,Sent,P2P,208
2024-01-17 14:06:14.69695,Sent,P2P,208
2024-01-17 14:06:14.69705,Sent,P2P,208
2024-01-17 14:06:14.69801,Received,P2P,208
2024-01-17 14:06:14.69991,Received,P2P,208
2024-01-17 14:06:14.80960,Received,Channel,57
2024-01-17 14:06:14.81027,Send,Channel,58
2024-01-17 14:06:15.07938,Received,P2P,93
2024-01-17 14:06:15.15118,Received,P2P,93
2024-01-17 14:06:15.16872,Sent,P2P,93
2024-01-17 14:06:15.16916,Sent,P2P,93
2024-01-17 14:06:15.16938,Sent,P2P,93
2024-01-17 14:06:15.21698,Received,P2P,93
2024-01-17 14:06:15.70150,Sent,P2P,992
2024-01-17 14:06:15.70165,Sent,P2P,992
2024-01-17 14:06:15.70214,Sent,P2P,992
2024-01-17 14:06:15.70433,Received,P2P,208
2024-01-17 14:06:15.70489,Received,P2P,208
2024-01-17 14:06:15.70615,Sent,P2P,208
2024-01-17 14:06:15.70619,Received,P2P,208
2024-01-17 14:06:15.70629,Sent,P2P,208
2024-01-17 14:06:15.70641,Sent,P2P,208
2024-01-17 14:06:16.08384,Received,P2P,93
2024-01-17 14:06:16.15763,Received,P2P,93
2024-01-17 14:06:16.17452,Sent,P2P,93
2024-01-17 14:06:16.17520,Sent,P2P,93
2024-01-17 14:06:16.17543,Sent,P2P,93
2024-01-17 14:06:16.22341,Received,P2P,93
2024-01-17 14:06:16.50770,Received,P2P,17
2024-01-17 14:06:16.66420,Sent,P2P,18
2024-01-17 14:06:16.67713,Sent,P2P,18
2024-01-17 14:06:16.67814,Sent,P2P,18
2024-01-17 14:06:16.67863,Received,P2P,18
2024-01-17 14:06:16.71106,Received,P2P,992
2024-01-17 14:06:16.71349,Received,P2P,208
2024-01-17 14:06:16.71457,Sent,P2P,208
2024-01-17 14:06:16.71478,Sent,P2P,208
2024-01-17 14:06:16.71494,Sent,P2P,208
2024-01-17 14:06:16.71576,Received,P2P,208
2024-01-17 14:06:16.71710,Received,P2P,17
2024-01-17 14:06:16.71732,Received,P2P,208
2024-01-17 14:06:16.81039,Received,Channel,57
2024-01-17 14:06:16.81081,Send,Channel,58
2024-01-17 14:06:17.08754,Received,P2P,93
2024-01-17 14:06:17.16290,Received,P2P,93
2024-01-17 14:06:17.18083,Sent,P2P,93
2024-01-17 14:06:17.18147,Sent,P2P,93
2024-01-17 14:06:17.18179,Sent,P2P,93
2024-01-17 14:06:17.22797,Received,P2P,93
2024-01-17 14:06:17.33040,Sent,P2P,93
2024-01-17 14:06:17.33081,Sent,P2P,93
2024-01-17 14:06:17.33094,Sent,P2P,93
2024-01-17 14:06:17.72460,Received,P2P,208
2024-01-17 14:06:17.72711,Received,P2P,992
2024-01-17 14:06:17.73011,Received,P2P,208
2024-01-17 14:06:17.73016,Sent,P2P,208
2024-01-17 14:06:17.73039,Sent,P2P,208
2024-01-17 14:06:17.73054,Sent,P2P,208
2024-01-17 14:06:17.73191,Received,P2P,208
2024-01-17 14:06:18.09320,Received,P2P,93
2024-01-17 14:06:18.14086,Received,P2P,93
2024-01-17 14:06:18.16913,Received,P2P,93
2024-01-17 14:06:18.18711,Sent,P2P,93
2024-01-17 14:06:18.18788,Sent,P2P,93
2024-01-17 14:06:18.18810,Sent,P2P,93
2024-01-17 14:06:18.23335,Received,P2P,93
2024-01-17 14:06:18.55065,Received,P2P,93
2024-01-17 14:06:18.55093,Received,P2P,93
2024-01-17 14:06:18.73824,Received,P2P,992
2024-01-17 14:06:18.73911,Received,P2P,208
2024-01-17 14:06:18.73970,Sent,P2P,208
2024-01-17 14:06:18.73983,Sent,P2P,208
2024-01-17 14:06:18.73993,Sent,P2P,208
2024-01-17 14:06:18.74088,Received,P2P,208
2024-01-17 14:06:18.74167,Received,P2P,208
2024-01-17 14:06:18.81082,Received,Channel,57
2024-01-17 14:06:18.81142,Send,Channel,58
2024-01-17 14:06:19.09905,Received,P2P,93
2024-01-17 14:06:19.17491,Received,P2P,93
2024-01-17 14:06:19.19289,Sent,P2P,93
2024-01-17 14:06:19.19538,Sent,P2P,93
2024-01-17 14:06:19.19661,Sent,P2P,93
2024-01-17 14:06:19.23863,Received,P2P,93
2024-01-17 14:06:19.74564,Sent,P2P,992
2024-01-17 14:06:19.74598,Sent,P2P,992
2024-01-17 14:06:19.74619,Sent,P2P,992
2024-01-17 14:06:19.74661,Sent,P2P,208
2024-01-17 14:06:19.74723,Sent,P2P,208
2024-01-17 14:06:19.74752,Sent,P2P,208
2024-01-17 14:06:19.75144,Received,P2P,208
2024-01-17 14:06:19.75193,Received,P2P,208
2024-01-17 14:06:19.75225,Received,P2P,208
2024-01-17 14:06:20.10234,Received,P2P,93
2024-01-17 14:06:20.18123,Received,P2P,93
2024-01-17 14:06:20.20169,Sent,P2P,93
2024-01-17 14:06:20.20218,Sent,P2P,93
2024-01-17 14:06:20.20245,Sent,P2P,93
2024-01-17 14:06:20.24358,Received,P2P,93
2024-01-17 14:06:20.75832,Received,P2P,992
2024-01-17 14:06:20.75923,Sent,P2P,208
2024-01-17 14:06:20.75941,Sent,P2P,208
2024-01-17 14:06:20.75953,Sent,P2P,208
2024-01-17 14:06:20.76033,Received,P2P,208
2024-01-17 14:06:20.76046,Received,P2P,208
2024-01-17 14:06:20.77923,Received,P2P,208
2024-01-17 14:06:20.80983,Received,Channel,57
2024-01-17 14:06:20.81016,Send,Channel,58
2024-01-17 14:06:21.10756,Received,P2P,93
2024-01-17 14:06:21.18714,Received,P2P,93
2024-01-17 14:06:21.21210,Sent,P2P,93
2024-01-17 14:06:21.21288,Sent,P2P,93
2024-01-17 14:06:21.21359,Sent,P2P,93
2024-01-17 14:06:21.24726,Received,P2P,93
2024-01-17 14:06:21.50917,Received,P2P,17
2024-01-17 14:06:21.66591,Sent,P2P,18
2024-01-17 14:06:21.67894,Sent,P2P,18
2024-01-17 14:06:21.67913,Sent,P2P,18
2024-01-17 14:06:21.67932,Received,P2P,18
2024-01-17 14:06:21.71590,Received,P2P,17
2024-01-17 14:06:21.78032,Received,P2P,992
2024-01-17 14:06:21.78140,Received,P2P,208
2024-01-17 14:06:21.78178,Sent,P2P,208
2024-01-17 14:06:21.78190,Sent,P2P,208
2024-01-17 14:06:21.78200,Sent,P2P,208
2024-01-17 14:06:21.78288,Received,P2P,208
2024-01-17 14:06:21.78300,Received,P2P,208
2024-01-17 14:06:22.11227,Received,P2P,93
2024-01-17 14:06:22.19021,Received,P2P,93
2024-01-17 14:06:22.21900,Sent,P2P,93
2024-01-17 14:06:22.21960,Sent,P2P,93
2024-01-17 14:06:22.21993,Sent,P2P,93
2024-01-17 14:06:22.25411,Received,P2P,93
2024-01-17 14:06:22.41512,Sent,P2P,93
2024-01-17 14:06:22.41572,Sent,P2P,93
2024-01-17 14:06:22.41594,Sent,P2P,93
2024-01-17 14:06:22.79487,Received,P2P,992
2024-01-17 14:06:22.79606,Sent,P2P,208
2024-01-17 14:06:22.79621,Sent,P2P,208
2024-01-17 14:06:22.79634,Sent,P2P,208
2024-01-17 14:06:22.79688,Received,P2P,208
2024-01-17 14:06:22.79709,Received,P2P,208
2024-01-17 14:06:22.79946,Received,P2P,208
2024-01-17 14:06:22.81096,Received,Channel,57
2024-01-17 14:06:22.81137,Send,Channel,58
2024-01-17 14:06:23.11656,Received,P2P,93
2024-01-17 14:06:23.19559,Received,P2P,93
2024-01-17 14:06:23.20699,Received,P2P,93
2024-01-17 14:06:23.22543,Sent,P2P,93
2024-01-17 14:06:23.22608,Sent,P2P,93
2024-01-17 14:06:23.22633,Sent,P2P,93
2024-01-17 14:06:23.25715,Received,P2P,93
2024-01-17 14:06:23.61404,Received,P2P,93
2024-01-17 14:06:23.61459,Received,P2P,93
2024-01-17 14:06:23.80115,Sent,P2P,992
2024-01-17 14:06:23.80134,Sent,P2P,992
2024-01-17 14:06:23.80148,Sent,P2P,992
2024-01-17 14:06:23.80445,Received,P2P,208
2024-01-17 14:06:23.80464,Received,P2P,208
2024-01-17 14:06:23.80480,Received,P2P,208
2024-01-17 14:06:23.80760,Sent,P2P,208
2024-01-17 14:06:23.80786,Sent,P2P,208
2024-01-17 14:06:23.80801,Sent,P2P,208
2024-01-17 14:06:24.12295,Received,P2P,93
2024-01-17 14:06:24.20257,Received,P2P,93
2024-01-17 14:06:24.22949,Sent,P2P,93
2024-01-17 14:06:24.23014,Sent,P2P,93
2024-01-17 14:06:24.23031,Sent,P2P,93
2024-01-17 14:06:24.26088,Received,P2P,93
2024-01-17 14:06:24.80811,Received,Channel,57
2024-01-17 14:06:24.80880,Send,Channel,58
2024-01-17 14:06:24.81154,Received,P2P,992
2024-01-17 14:06:24.81357,Sent,P2P,208
2024-01-17 14:06:24.81383,Sent,P2P,208
2024-01-17 14:06:24.81394,Sent,P2P,208
2024-01-17 14:06:24.81431,Received,P2P,208
2024-01-17 14:06:24.81501,Received,P2P,208
2024-01-17 14:06:24.81700,Received,P2P,208
2024-01-17 14:06:25.12571,Received,P2P,93
2024-01-17 14:06:25.20399,Received,P2P,93
2024-01-17 14:06:25.23478,Sent,P2P,93
2024-01-17 14:06:25.23540,Sent,P2P,93
2024-01-17 14:06:25.23567,Sent,P2P,93
2024-01-17 14:06:25.26680,Received,P2P,93
2024-01-17 14:06:25.82254,Received,P2P,992
2024-01-17 14:06:25.82410,Sent,P2P,208
2024-01-17 14:06:25.82435,Sent,P2P,208
2024-01-17 14:06:25.82453,Sent,P2P,208
2024-01-17 14:06:25.82582,Received,P2P,208
2024-01-17 14:06:25.82614,Received,P2P,208
2024-01-17 14:06:25.82884,Received,P2P,208
2024-01-17 14:06:26.13285,Received,P2P,93
2024-01-17 14:06:26.20998,Received,P2P,93
2024-01-17 14:06:26.23849,Sent,P2P,93
2024-01-17 14:06:26.23916,Sent,P2P,93
2024-01-17 14:06:26.24094,Sent,P2P,93
2024-01-17 14:06:26.27152,Received,P2P,93
2024-01-17 14:06:26.51055,Received,P2P,17
2024-01-17 14:06:26.66740,Sent,P2P,18
2024-01-17 14:06:26.67948,Sent,P2P,18
2024-01-17 14:06:26.67996,Sent,P2P,18
2024-01-17 14:06:26.68091,Received,P2P,18
2024-01-17 14:06:26.71777,Received,P2P,17
2024-01-17 14:06:26.80877,Received,Channel,57
2024-01-17 14:06:26.80923,Send,Channel,58
2024-01-17 14:06:26.83177,Received,P2P,992
2024-01-17 14:06:26.83375,Received,P2P,208
2024-01-17 14:06:26.83411,Sent,P2P,208
2024-01-17 14:06:26.83421,Sent,P2P,208
2024-01-17 14:06:26.83431,Sent,P2P,208
2024-01-17 14:06:26.83516,Received,P2P,208
2024-01-17 14:06:26.84267,Received,P2P,208
2024-01-17 14:06:27.13713,Received,P2P,93
2024-01-17 14:06:27.21398,Received,P2P,93
2024-01-17 14:06:27.24614,Sent,P2P,93
2024-01-17 14:06:27.24669,Sent,P2P,93
