measure_time,action_type,message_type,message_size
2024-01-17 14:22:33.92145,Sent,P2P,93
2024-01-17 14:22:34.39412,Received,P2P,992
2024-01-17 14:22:34.39513,Received,P2P,208
2024-01-17 14:22:34.39598,Received,P2P,208
2024-01-17 14:22:34.39599,Sent,P2P,208
2024-01-17 14:22:34.39667,Received,P2P,208
2024-01-17 14:22:34.39675,Sent,P2P,208
2024-01-17 14:22:34.39690,Sent,P2P,208
2024-01-17 14:22:34.53514,Received,P2P,93
2024-01-17 14:22:34.56031,Received,P2P,93
2024-01-17 14:22:34.61943,Received,P2P,93
2024-01-17 14:22:34.81824,Received,Channel,57
2024-01-17 14:22:34.81860,Send,Channel,58
2024-01-17 14:22:34.92501,Sent,P2P,93
2024-01-17 14:22:34.92534,Sent,P2P,93
2024-01-17 14:22:34.92565,Sent,P2P,93
2024-01-17 14:22:35.40272,Received,P2P,992
2024-01-17 14:22:35.40472,Sent,P2P,208
2024-01-17 14:22:35.40486,Sent,P2P,208
2024-01-17 14:22:35.40497,Sent,P2P,208
2024-01-17 14:22:35.40540,Received,P2P,208
2024-01-17 14:22:35.40573,Received,P2P,208
2024-01-17 14:22:35.40893,Received,P2P,208
2024-01-17 14:22:35.53864,Received,P2P,93
2024-01-17 14:22:35.56632,Received,P2P,93
2024-01-17 14:22:35.62508,Received,P2P,93
2024-01-17 14:22:35.92947,Sent,P2P,93
2024-01-17 14:22:35.92987,Sent,P2P,93
2024-01-17 14:22:35.93005,Sent,P2P,93
2024-01-17 14:22:36.41091,Received,P2P,992
2024-01-17 14:22:36.41223,Sent,P2P,208
2024-01-17 14:22:36.41244,Sent,P2P,208
2024-01-17 14:22:36.41255,Sent,P2P,208
2024-01-17 14:22:36.41290,Received,P2P,208
2024-01-17 14:22:36.41313,Received,P2P,208
2024-01-17 14:22:36.41504,Received,P2P,208
2024-01-17 14:22:36.54229,Received,P2P,93
2024-01-17 14:22:36.57191,Received,P2P,93
2024-01-17 14:22:36.63011,Received,P2P,93
2024-01-17 14:22:36.82566,Received,Channel,57
2024-01-17 14:22:36.82646,Send,Channel,58
2024-01-17 14:22:36.92013,Received,P2P,17
2024-01-17 14:22:36.93508,Sent,P2P,93
2024-01-17 14:22:36.93538,Sent,P2P,93
2024-01-17 14:22:36.93550,Sent,P2P,93
2024-01-17 14:22:37.03056,Sent,P2P,93
2024-01-17 14:22:37.03102,Sent,P2P,93
2024-01-17 14:22:37.03133,Sent,P2P,93
2024-01-17 14:22:37.12669,Received,P2P,18
2024-01-17 14:22:37.12686,Sent,P2P,18
2024-01-17 14:22:37.14241,Sent,P2P,18
2024-01-17 14:22:37.14283,Sent,P2P,18
2024-01-17 14:22:37.14335,Received,P2P,17
2024-01-17 14:22:37.41679,Sent,P2P,992
2024-01-17 14:22:37.41693,Sent,P2P,992
2024-01-17 14:22:37.41704,Sent,P2P,992
2024-01-17 14:22:37.42182,Received,P2P,208
2024-01-17 14:22:37.42242,Received,P2P,208
2024-01-17 14:22:37.42255,Received,P2P,208
2024-01-17 14:22:37.42356,Sent,P2P,208
2024-01-17 14:22:37.42370,Sent,P2P,208
2024-01-17 14:22:37.42380,Sent,P2P,208
2024-01-17 14:22:37.54722,Received,P2P,93
2024-01-17 14:22:37.57462,Received,P2P,93
2024-01-17 14:22:37.63546,Received,P2P,93
2024-01-17 14:22:37.94046,Sent,P2P,93
2024-01-17 14:22:37.94106,Sent,P2P,93
2024-01-17 14:22:37.94118,Sent,P2P,93
2024-01-17 14:22:38.03338,Received,P2P,93
2024-01-17 14:22:38.23658,Received,P2P,93
2024-01-17 14:22:38.42661,Received,P2P,992
2024-01-17 14:22:38.42729,Received,P2P,208
2024-01-17 14:22:38.42828,Sent,P2P,208
2024-01-17 14:22:38.42838,Sent,P2P,208
2024-01-17 14:22:38.42849,Sent,P2P,208
2024-01-17 14:22:38.43149,Received,P2P,208
2024-01-17 14:22:38.43300,Received,P2P,208
2024-01-17 14:22:38.43314,Received,P2P,93
2024-01-17 14:22:38.55175,Received,P2P,93
2024-01-17 14:22:38.57896,Received,P2P,93
2024-01-17 14:22:38.64102,Received,P2P,93
2024-01-17 14:22:38.81708,Received,Channel,57
2024-01-17 14:22:38.81746,Send,Channel,58
2024-01-17 14:22:38.84298,Received,Channel,104
2024-01-17 14:22:38.84369,Send,Channel,82
2024-01-17 14:22:38.94646,Sent,P2P,93
2024-01-17 14:22:38.94694,Sent,P2P,93
2024-01-17 14:22:38.94724,Sent,P2P,93
2024-01-17 14:22:39.43746,Received,P2P,992
2024-01-17 14:22:39.43848,Sent,P2P,208
2024-01-17 14:22:39.43863,Sent,P2P,208
2024-01-17 14:22:39.43874,Sent,P2P,208
2024-01-17 14:22:39.43940,Received,P2P,208
2024-01-17 14:22:39.44237,Received,P2P,208
2024-01-17 14:22:39.44260,Received,P2P,208
2024-01-17 14:22:39.55714,Received,P2P,93
2024-01-17 14:22:39.58465,Received,P2P,93
2024-01-17 14:22:39.64520,Received,P2P,93
2024-01-17 14:22:39.94911,Sent,P2P,93
2024-01-17 14:22:39.94941,Sent,P2P,93
2024-01-17 14:22:39.94963,Sent,P2P,93
2024-01-17 14:22:40.44623,Received,P2P,992
2024-01-17 14:22:40.44739,Sent,P2P,208
2024-01-17 14:22:40.44764,Sent,P2P,208
2024-01-17 14:22:40.44785,Sent,P2P,208
2024-01-17 14:22:40.44829,Received,P2P,208
2024-01-17 14:22:40.44846,Received,P2P,208
2024-01-17 14:22:40.44945,Received,P2P,208
2024-01-17 14:22:40.56086,Received,P2P,93
2024-01-17 14:22:40.58816,Received,P2P,93
2024-01-17 14:22:40.64740,Received,P2P,93
2024-01-17 14:22:40.81733,Received,Channel,57
2024-01-17 14:22:40.81776,Send,Channel,58
2024-01-17 14:22:40.95419,Sent,P2P,93
2024-01-17 14:22:40.95453,Sent,P2P,93
2024-01-17 14:22:40.95485,Sent,P2P,93
2024-01-17 14:22:41.46699,Sent,P2P,992
2024-01-17 14:22:41.47005,Sent,P2P,992
2024-01-17 14:22:41.47071,Sent,P2P,992
2024-01-17 14:22:41.47515,Received,P2P,208
2024-01-17 14:22:41.47545,Sent,P2P,208
2024-01-17 14:22:41.47560,Sent,P2P,208
2024-01-17 14:22:41.47571,Sent,P2P,208
2024-01-17 14:22:41.47593,Received,P2P,208
2024-01-17 14:22:41.47671,Received,P2P,208
2024-01-17 14:22:41.56920,Received,P2P,93
2024-01-17 14:22:41.59433,Received,P2P,93
2024-01-17 14:22:41.65135,Received,P2P,93
2024-01-17 14:22:41.92194,Received,P2P,17
2024-01-17 14:22:41.95979,Sent,P2P,93
2024-01-17 14:22:41.96015,Sent,P2P,93
2024-01-17 14:22:41.96027,Sent,P2P,93
2024-01-17 14:22:42.08940,Sent,P2P,93
2024-01-17 14:22:42.08984,Sent,P2P,93
2024-01-17 14:22:42.09007,Sent,P2P,93
2024-01-17 14:22:42.13156,Sent,P2P,18
2024-01-17 14:22:42.13232,Received,P2P,18
2024-01-17 14:22:42.14405,Sent,P2P,18
2024-01-17 14:22:42.14530,Sent,P2P,18
2024-01-17 14:22:42.14574,Received,P2P,17
2024-01-17 14:22:42.48004,Received,P2P,992
2024-01-17 14:22:42.48193,Sent,P2P,208
2024-01-17 14:22:42.48217,Sent,P2P,208
2024-01-17 14:22:42.48238,Sent,P2P,208
2024-01-17 14:22:42.48310,Received,P2P,208
2024-01-17 14:22:42.48349,Received,P2P,208
2024-01-17 14:22:42.48877,Received,P2P,208
2024-01-17 14:22:42.57158,Received,P2P,93
2024-01-17 14:22:42.60101,Received,P2P,93
2024-01-17 14:22:42.65637,Received,P2P,93
2024-01-17 14:22:42.81899,Received,Channel,57
2024-01-17 14:22:42.81932,Send,Channel,58
2024-01-17 14:22:42.96401,Sent,P2P,93
2024-01-17 14:22:42.96440,Sent,P2P,93
2024-01-17 14:22:42.96454,Sent,P2P,93
2024-01-17 14:22:43.09651,Received,P2P,93
2024-01-17 14:22:43.30329,Received,P2P,93
2024-01-17 14:22:43.49096,Received,P2P,93
2024-01-17 14:22:43.49126,Received,P2P,992
2024-01-17 14:22:43.49220,Received,P2P,208
2024-01-17 14:22:43.49316,Sent,P2P,208
2024-01-17 14:22:43.49345,Sent,P2P,208
2024-01-17 14:22:43.49374,Sent,P2P,208
2024-01-17 14:22:43.49604,Received,P2P,208
2024-01-17 14:22:43.49633,Received,P2P,208
2024-01-17 14:22:43.57640,Received,P2P,93
2024-01-17 14:22:43.60524,Received,P2P,93
2024-01-17 14:22:43.65795,Received,P2P,93
2024-01-17 14:22:43.96569,Sent,P2P,93
2024-01-17 14:22:43.96599,Sent,P2P,93
2024-01-17 14:22:43.96624,Sent,P2P,93
2024-01-17 14:22:44.50095,Received,P2P,992
2024-01-17 14:22:44.50405,Sent,P2P,208
2024-01-17 14:22:44.50441,Sent,P2P,208
2024-01-17 14:22:44.50462,Sent,P2P,208
2024-01-17 14:22:44.50575,Received,P2P,208
2024-01-17 14:22:44.50588,Received,P2P,208
2024-01-17 14:22:44.50821,Received,P2P,208
2024-01-17 14:22:44.57701,Received,P2P,93
2024-01-17 14:22:44.60670,Received,P2P,93
2024-01-17 14:22:44.66100,Received,P2P,93
2024-01-17 14:22:44.81727,Received,Channel,57
2024-01-17 14:22:44.81758,Send,Channel,58
2024-01-17 14:22:44.97104,Sent,P2P,93
2024-01-17 14:22:44.97134,Sent,P2P,93
2024-01-17 14:22:44.97147,Sent,P2P,93
2024-01-17 14:22:45.51006,Sent,P2P,992
2024-01-17 14:22:45.51022,Sent,P2P,992
2024-01-17 14:22:45.51032,Sent,P2P,992
2024-01-17 14:22:45.51398,Received,P2P,208
2024-01-17 14:22:45.51427,Received,P2P,208
2024-01-17 14:22:45.51454,Received,P2P,208
2024-01-17 14:22:45.51563,Sent,P2P,208
2024-01-17 14:22:45.51586,Sent,P2P,208
2024-01-17 14:22:45.51604,Sent,P2P,208
2024-01-17 14:22:45.58283,Received,P2P,93
2024-01-17 14:22:45.61098,Received,P2P,93
2024-01-17 14:22:45.66438,Received,P2P,93
2024-01-17 14:22:45.97633,Sent,P2P,93
2024-01-17 14:22:45.97669,Sent,P2P,93
2024-01-17 14:22:45.97691,Sent,P2P,93
2024-01-17 14:22:46.52032,Received,P2P,992
2024-01-17 14:22:46.52136,Sent,P2P,208
2024-01-17 14:22:46.52150,Sent,P2P,208
2024-01-17 14:22:46.52161,Sent,P2P,208
2024-01-17 14:22:46.52187,Received,P2P,208
2024-01-17 14:22:46.52201,Received,P2P,208
2024-01-17 14:22:46.52477,Received,P2P,208
2024-01-17 14:22:46.58589,Received,P2P,93
2024-01-17 14:22:46.61416,Received,P2P,93
2024-01-17 14:22:46.67003,Received,P2P,93
2024-01-17 14:22:46.82206,Received,Channel,57
2024-01-17 14:22:46.82426,Send,Channel,58
2024-01-17 14:22:46.92250,Received,P2P,17
2024-01-17 14:22:46.97760,Sent,P2P,93
2024-01-17 14:22:46.97792,Sent,P2P,93
2024-01-17 14:22:46.97816,Sent,P2P,93
2024-01-17 14:22:47.13238,Sent,P2P,18
2024-01-17 14:22:47.13332,Received,P2P,18
2024-01-17 14:22:47.13785,Sent,P2P,93
2024-01-17 14:22:47.13811,Sent,P2P,93
2024-01-17 14:22:47.13821,Sent,P2P,93
2024-01-17 14:22:47.14587,Received,P2P,17
2024-01-17 14:22:47.14603,Sent,P2P,18
2024-01-17 14:22:47.14613,Sent,P2P,18
2024-01-17 14:22:47.52632,Received,P2P,992
2024-01-17 14:22:47.52726,Sent,P2P,208
2024-01-17 14:22:47.52737,Sent,P2P,208
2024-01-17 14:22:47.52747,Sent,P2P,208
2024-01-17 14:22:47.52751,Received,P2P,208
2024-01-17 14:22:47.52846,Received,P2P,208
2024-01-17 14:22:47.53049,Received,P2P,208
2024-01-17 14:22:47.58851,Received,P2P,93
2024-01-17 14:22:47.61816,Received,P2P,93
2024-01-17 14:22:47.67572,Received,P2P,93
2024-01-17 14:22:47.98216,Sent,P2P,93
2024-01-17 14:22:47.98248,Sent,P2P,93
2024-01-17 14:22:47.98272,Sent,P2P,93
2024-01-17 14:22:48.14275,Received,P2P,93
2024-01-17 14:22:48.34509,Received,P2P,93
2024-01-17 14:22:48.53358,Received,P2P,992
2024-01-17 14:22:48.53455,Sent,P2P,208
2024-01-17 14:22:48.53472,Sent,P2P,208
2024-01-17 14:22:48.53486,Sent,P2P,208
2024-01-17 14:22:48.53509,Received,P2P,208
2024-01-17 14:22:48.53521,Received,P2P,208
2024-01-17 14:22:48.53868,Received,P2P,93
2024-01-17 14:22:48.53897,Received,P2P,208
2024-01-17 14:22:48.59403,Received,P2P,93
2024-01-17 14:22:48.62308,Received,P2P,93
2024-01-17 14:22:48.67784,Received,P2P,93
2024-01-17 14:22:48.81925,Received,Channel,57
2024-01-17 14:22:48.81963,Send,Channel,58
2024-01-17 14:22:48.98518,Sent,P2P,93
2024-01-17 14:22:48.98551,Sent,P2P,93
2024-01-17 14:22:48.98576,Sent,P2P,93
2024-01-17 14:22:49.54113,Sent,P2P,992
2024-01-17 14:22:49.54143,Sent,P2P,992
2024-01-17 14:22:49.54165,Sent,P2P,992
2024-01-17 14:22:49.54195,Sent,P2P,208
2024-01-17 14:22:49.54207,Sent,P2P,208
2024-01-17 14:22:49.54217,Sent,P2P,208
2024-01-17 14:22:49.54347,Received,P2P,208
2024-01-17 14:22:49.54360,Received,P2P,208
2024-01-17 14:22:49.54420,Received,P2P,208
2024-01-17 14:22:49.59665,Received,P2P,93
2024-01-17 14:22:49.62731,Received,P2P,93
2024-01-17 14:22:49.70750,Received,P2P,93
2024-01-17 14:22:49.98720,Sent,P2P,93
2024-01-17 14:22:49.98753,Sent,P2P,93
2024-01-17 14:22:49.98775,Sent,P2P,93
2024-01-17 14:22:50.54797,Received,P2P,992
2024-01-17 14:22:50.54886,Sent,P2P,208
2024-01-17 14:22:50.54901,Sent,P2P,208
2024-01-17 14:22:50.54912,Sent,P2P,208
2024-01-17 14:22:50.54936,Received,P2P,208
2024-01-17 14:22:50.54957,Received,P2P,208
2024-01-17 14:22:50.55222,Received,P2P,208
2024-01-17 14:22:50.60165,Received,P2P,93
2024-01-17 14:22:50.63306,Received,P2P,93
2024-01-17 14:22:50.72341,Received,P2P,93
2024-01-17 14:22:50.81786,Received,Channel,57
2024-01-17 14:22:50.81823,Send,Channel,58
2024-01-17 14:22:50.99177,Sent,P2P,93
2024-01-17 14:22:50.99207,Sent,P2P,93
2024-01-17 14:22:50.99218,Sent,P2P,93
2024-01-17 14:22:51.55313,Received,P2P,992
2024-01-17 14:22:51.55413,Sent,P2P,208
2024-01-17 14:22:51.55432,Sent,P2P,208
2024-01-17 14:22:51.55442,Sent,P2P,208
2024-01-17 14:22:51.55551,Received,P2P,208
2024-01-17 14:22:51.55630,Received,P2P,208
2024-01-17 14:22:51.55932,Received,P2P,208
2024-01-17 14:22:51.60688,Received,P2P,93
2024-01-17 14:22:51.63921,Received,P2P,93
2024-01-17 14:22:51.73171,Received,P2P,93
2024-01-17 14:22:51.92315,Received,P2P,17
2024-01-17 14:22:51.99655,Sent,P2P,93
2024-01-17 14:22:51.99683,Sent,P2P,93
2024-01-17 14:22:51.99713,Sent,P2P,93
2024-01-17 14:22:52.13336,Sent,P2P,18
2024-01-17 14:22:52.13396,Received,P2P,18
2024-01-17 14:22:52.14627,Sent,P2P,18
2024-01-17 14:22:52.14664,Sent,P2P,18
2024-01-17 14:22:52.14719,Received,P2P,17
2024-01-17 14:22:52.16727,Sent,P2P,93
2024-01-17 14:22:52.16755,Sent,P2P,93
2024-01-17 14:22:52.16766,Sent,P2P,93
2024-01-17 14:22:52.56231,Received,P2P,992
2024-01-17 14:22:52.56417,Sent,P2P,208
2024-01-17 14:22:52.56446,Sent,P2P,208
2024-01-17 14:22:52.56468,Sent,P2P,208
2024-01-17 14:22:52.56526,Received,P2P,208
2024-01-17 14:22:52.56554,Received,P2P,208
2024-01-17 14:22:52.56949,Received,P2P,208
2024-01-17 14:22:52.60897,Received,P2P,93
2024-01-17 14:22:52.64236,Received,P2P,93
2024-01-17 14:22:52.73356,Received,P2P,93
2024-01-17 14:22:52.81809,Received,Channel,57
2024-01-17 14:22:52.81843,Send,Channel,58
2024-01-17 14:22:53.00121,Sent,P2P,93
2024-01-17 14:22:53.00152,Sent,P2P,93
2024-01-17 14:22:53.00163,Sent,P2P,93
2024-01-17 14:22:53.17733,Received,P2P,93
2024-01-17 14:22:53.38374,Received,P2P,93
2024-01-17 14:22:53.57112,Sent,P2P,992
2024-01-17 14:22:53.57133,Sent,P2P,992
2024-01-17 14:22:53.57146,Sent,P2P,992
2024-01-17 14:22:53.57328,Received,P2P,208
2024-01-17 14:22:53.57346,Received,P2P,208
2024-01-17 14:22:53.57358,Received,P2P,208
2024-01-17 14:22:53.57438,Sent,P2P,208
2024-01-17 14:22:53.57451,Sent,P2P,208
2024-01-17 14:22:53.58181,Sent,P2P,208
2024-01-17 14:22:53.58745,Received,P2P,93
2024-01-17 14:22:53.61075,Received,P2P,93
2024-01-17 14:22:53.64633,Received,P2P,93
2024-01-17 14:22:53.73836,Received,P2P,93
2024-01-17 14:22:54.00653,Sent,P2P,93
2024-01-17 14:22:54.00684,Sent,P2P,93
2024-01-17 14:22:54.00710,Sent,P2P,93
2024-01-17 14:22:54.57833,Received,P2P,992
2024-01-17 14:22:54.57925,Sent,P2P,208
2024-01-17 14:22:54.57936,Sent,P2P,208
2024-01-17 14:22:54.57946,Sent,P2P,208
2024-01-17 14:22:54.57964,Received,P2P,208
2024-01-17 14:22:54.57983,Received,P2P,208
2024-01-17 14:22:54.58258,Received,P2P,208
2024-01-17 14:22:54.61672,Received,P2P,93
2024-01-17 14:22:54.65038,Received,P2P,93
2024-01-17 14:22:54.74336,Received,P2P,93
2024-01-17 14:22:54.81575,Received,Channel,57
2024-01-17 14:22:54.81699,Send,Channel,58
2024-01-17 14:22:55.01142,Sent,P2P,93
2024-01-17 14:22:55.01181,Sent,P2P,93
2024-01-17 14:22:55.01206,Sent,P2P,93
2024-01-17 14:22:55.58454,Received,P2P,992
2024-01-17 14:22:55.58564,Sent,P2P,208
2024-01-17 14:22:55.58576,Sent,P2P,208
2024-01-17 14:22:55.58587,Sent,P2P,208
2024-01-17 14:22:55.58611,Received,P2P,208
2024-01-17 14:22:55.58624,Received,P2P,208
2024-01-17 14:22:55.58867,Received,P2P,208
2024-01-17 14:22:55.62245,Received,P2P,93
2024-01-17 14:22:55.65507,Received,P2P,93
2024-01-17 14:22:55.74841,Received,P2P,93
2024-01-17 14:22:56.01384,Sent,P2P,93
2024-01-17 14:22:56.01451,Sent,P2P,93
2024-01-17 14:22:56.01462,Sent,P2P,93
2024-01-17 14:22:56.59312,Received,P2P,992
2024-01-17 14:22:56.59596,Sent,P2P,208
2024-01-17 14:22:56.59850,Sent,P2P,208
2024-01-17 14:22:56.59875,Sent,P2P,208
2024-01-17 14:22:56.60042,Received,P2P,208
2024-01-17 14:22:56.60188,Received,P2P,208
2024-01-17 14:22:56.60205,Received,P2P,208
2024-01-17 14:22:56.62777,Received,P2P,93
2024-01-17 14:22:56.66127,Received,P2P,93
2024-01-17 14:22:56.75402,Received,P2P,93
2024-01-17 14:22:56.81894,Received,Channel,57
2024-01-17 14:22:56.81939,Send,Channel,58
2024-01-17 14:22:56.92425,Received,P2P,17
2024-01-17 14:22:57.01762,Sent,P2P,93
2024-01-17 14:22:57.01806,Sent,P2P,93
2024-01-17 14:22:57.01832,Sent,P2P,93
2024-01-17 14:22:57.13407,Sent,P2P,18
2024-01-17 14:22:57.13469,Received,P2P,18
2024-01-17 14:22:57.14670,Sent,P2P,18
2024-01-17 14:22:57.14716,Sent,P2P,18
2024-01-17 14:22:57.14802,Received,P2P,17
2024-01-17 14:22:57.21098,Sent,P2P,93
2024-01-17 14:22:57.21138,Sent,P2P,93
2024-01-17 14:22:57.21154,Sent,P2P,93
2024-01-17 14:22:57.60580,Sent,P2P,992
2024-01-17 14:22:57.60598,Sent,P2P,992
2024-01-17 14:22:57.60610,Sent,P2P,992
2024-01-17 14:22:57.60899,Received,P2P,208
2024-01-17 14:22:57.60939,Received,P2P,208
2024-01-17 14:22:57.60961,Received,P2P,208
2024-01-17 14:22:57.61209,Sent,P2P,208
2024-01-17 14:22:57.61226,Sent,P2P,208
2024-01-17 14:22:57.61239,Sent,P2P,208
2024-01-17 14:22:57.63189,Received,P2P,93
2024-01-17 14:22:57.66230,Received,P2P,93
2024-01-17 14:22:57.75839,Received,P2P,93
2024-01-17 14:22:58.01901,Sent,P2P,93
2024-01-17 14:22:58.01932,Sent,P2P,93
2024-01-17 14:22:58.01957,Sent,P2P,93
2024-01-17 14:22:58.22133,Received,P2P,93
2024-01-17 14:22:58.42341,Received,P2P,93
2024-01-17 14:22:58.61455,Received,P2P,992
2024-01-17 14:22:58.61515,Received,P2P,208
2024-01-17 14:22:58.61568,Sent,P2P,208
2024-01-17 14:22:58.61580,Sent,P2P,208
2024-01-17 14:22:58.61590,Sent,P2P,208
2024-01-17 14:22:58.61672,Received,P2P,208
2024-01-17 14:22:58.61902,Received,P2P,208
2024-01-17 14:22:58.61926,Received,P2P,93
2024-01-17 14:22:58.63674,Received,P2P,93
2024-01-17 14:22:58.66735,Received,P2P,93
2024-01-17 14:22:58.76402,Received,P2P,93
2024-01-17 14:22:58.81692,Received,Channel,57
2024-01-17 14:22:58.81753,Send,Channel,58
2024-01-17 14:22:59.02432,Sent,P2P,93
2024-01-17 14:22:59.02481,Sent,P2P,93
2024-01-17 14:22:59.02510,Sent,P2P,93
2024-01-17 14:22:59.62462,Received,P2P,992
2024-01-17 14:22:59.62653,Sent,P2P,208
2024-01-17 14:22:59.62683,Sent,P2P,208
2024-01-17 14:22:59.62749,Received,P2P,208
2024-01-17 14:22:59.62713,Sent,P2P,208
2024-01-17 14:22:59.62771,Received,P2P,208
2024-01-17 14:22:59.63193,Received,P2P,208
2024-01-17 14:22:59.64017,Received,P2P,93
2024-01-17 14:22:59.66981,Received,P2P,93
2024-01-17 14:22:59.76799,Received,P2P,93
2024-01-17 14:23:00.02999,Sent,P2P,93
2024-01-17 14:23:00.03036,Sent,P2P,93
2024-01-17 14:23:00.03052,Sent,P2P,93
2024-01-17 14:23:00.63404,Received,P2P,992
2024-01-17 14:23:00.63592,Received,P2P,208
2024-01-17 14:23:00.63627,Sent,P2P,208
2024-01-17 14:23:00.63650,Sent,P2P,208
2024-01-17 14:23:00.63670,Sent,P2P,208
2024-01-17 14:23:00.63879,Received,P2P,208
2024-01-17 14:23:00.63990,Received,P2P,208
2024-01-17 14:23:00.64306,Received,P2P,93
2024-01-17 14:23:00.67583,Received,P2P,93
2024-01-17 14:23:00.77165,Received,P2P,93
2024-01-17 14:23:00.81740,Received,Channel,57
2024-01-17 14:23:00.81795,Send,Channel,58
2024-01-17 14:23:01.03632,Sent,P2P,93
2024-01-17 14:23:01.03665,Sent,P2P,93
2024-01-17 14:23:01.03676,Sent,P2P,93
2024-01-17 14:23:01.64270,Sent,P2P,992
2024-01-17 14:23:01.64299,Sent,P2P,992
2024-01-17 14:23:01.64312,Sent,P2P,992
2024-01-17 14:23:01.64545,Received,P2P,208
2024-01-17 14:23:01.64560,Received,P2P,208
2024-01-17 14:23:01.64571,Received,P2P,208
2024-01-17 14:23:01.64679,Sent,P2P,208
2024-01-17 14:23:01.64690,Sent,P2P,208
2024-01-17 14:23:01.64699,Sent,P2P,208
2024-01-17 14:23:01.64828,Received,P2P,93
2024-01-17 14:23:01.68109,Received,P2P,93
2024-01-17 14:23:01.77717,Received,P2P,93
2024-01-17 14:23:01.92507,Received,P2P,17
2024-01-17 14:23:02.04194,Sent,P2P,93
2024-01-17 14:23:02.04229,Sent,P2P,93
2024-01-17 14:23:02.04245,Sent,P2P,93
2024-01-17 14:23:02.13505,Sent,P2P,18
2024-01-17 14:23:02.13553,Received,P2P,18
2024-01-17 14:23:02.14787,Sent,P2P,18
2024-01-17 14:23:02.14822,Sent,P2P,18
2024-01-17 14:23:02.14866,Received,P2P,17
2024-01-17 14:23:02.26268,Sent,P2P,93
2024-01-17 14:23:02.26296,Sent,P2P,93
2024-01-17 14:23:02.26307,Sent,P2P,93
2024-01-17 14:23:02.65045,Received,P2P,992
2024-01-17 14:23:02.65150,Received,P2P,208
2024-01-17 14:23:02.65299,Sent,P2P,208
2024-01-17 14:23:02.65323,Sent,P2P,208
2024-01-17 14:23:02.65331,Received,P2P,93
2024-01-17 14:23:02.65347,Sent,P2P,208
2024-01-17 14:23:02.65529,Received,P2P,208
2024-01-17 14:23:02.65564,Received,P2P,208
2024-01-17 14:23:02.68346,Received,P2P,93
2024-01-17 14:23:02.78224,Received,P2P,93
2024-01-17 14:23:02.81925,Received,Channel,57
2024-01-17 14:23:02.81960,Send,Channel,58
2024-01-17 14:23:03.04570,Sent,P2P,93
2024-01-17 14:23:03.04647,Sent,P2P,93
2024-01-17 14:23:03.04683,Sent,P2P,93
2024-01-17 14:23:03.27164,Received,P2P,93
2024-01-17 14:23:03.47561,Received,P2P,93
2024-01-17 14:23:03.65868,Received,P2P,93
2024-01-17 14:23:03.66366,Received,P2P,93
2024-01-17 14:23:03.66501,Received,P2P,992
2024-01-17 14:23:03.66725,Sent,P2P,208
2024-01-17 14:23:03.66752,Sent,P2P,208
2024-01-17 14:23:03.66766,Sent,P2P,208
2024-01-17 14:23:03.66900,Received,P2P,208
2024-01-17 14:23:03.66923,Received,P2P,208
2024-01-17 14:23:03.66939,Received,P2P,208
2024-01-17 14:23:03.68637,Received,P2P,93
2024-01-17 14:23:03.78736,Received,P2P,93
2024-01-17 14:23:04.05241,Sent,P2P,93
2024-01-17 14:23:04.05304,Sent,P2P,93
2024-01-17 14:23:04.05334,Sent,P2P,93
2024-01-17 14:23:04.66150,Received,P2P,93
2024-01-17 14:23:04.67578,Received,P2P,992
2024-01-17 14:23:04.67673,Received,P2P,208
2024-01-17 14:23:04.67796,Sent,P2P,208
2024-01-17 14:23:04.67826,Sent,P2P,208
2024-01-17 14:23:04.67847,Sent,P2P,208
2024-01-17 14:23:04.68168,Received,P2P,208
2024-01-17 14:23:04.68272,Received,P2P,208
2024-01-17 14:23:04.69107,Received,P2P,93
2024-01-17 14:23:04.79068,Received,P2P,93
2024-01-17 14:23:04.81615,Received,Channel,57
2024-01-17 14:23:04.81668,Send,Channel,58
2024-01-17 14:23:05.05757,Sent,P2P,93
2024-01-17 14:23:05.05816,Sent,P2P,93
2024-01-17 14:23:05.05845,Sent,P2P,93
2024-01-17 14:23:05.66693,Received,P2P,93
2024-01-17 14:23:05.68680,Sent,P2P,992
2024-01-17 14:23:05.68724,Sent,P2P,992
2024-01-17 14:23:05.68740,Sent,P2P,992
2024-01-17 14:23:05.68775,Sent,P2P,208
2024-01-17 14:23:05.68794,Sent,P2P,208
2024-01-17 14:23:05.68808,Sent,P2P,208
2024-01-17 14:23:05.69121,Received,P2P,208
2024-01-17 14:23:05.69142,Received,P2P,208
2024-01-17 14:23:05.69164,Received,P2P,208
2024-01-17 14:23:05.69825,Received,P2P,93
2024-01-17 14:23:05.79667,Received,P2P,93
2024-01-17 14:23:06.06243,Sent,P2P,93
2024-01-17 14:23:06.06285,Sent,P2P,93
2024-01-17 14:23:06.06313,Sent,P2P,93
2024-01-17 14:23:06.67180,Received,P2P,93
2024-01-17 14:23:06.69745,Received,P2P,992
2024-01-17 14:23:06.69794,Received,P2P,208
2024-01-17 14:23:06.69888,Sent,P2P,208
2024-01-17 14:23:06.69904,Sent,P2P,208
2024-01-17 14:23:06.69916,Sent,P2P,208
2024-01-17 14:23:06.70131,Received,P2P,208
2024-01-17 14:23:06.70150,Received,P2P,208
2024-01-17 14:23:06.70387,Received,P2P,93
2024-01-17 14:23:06.80353,Received,P2P,93
